"","participant","list","presentationorder","verb","frame","voice","polarity","conditional","veridicality","acceptability","nativeenglish","exclude","veridicality_num","conditional2","item"
"19875",263,13,19,"guarantee","that_S","active","positive","True","yes",7,"True","False",1,"conditional","guarantee-that_S-active-positive-conditional"
"19876",263,13,20,"contend","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","contend-that_S-active-negative-conditional"
"19877",263,13,21,"disgruntle","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disgruntle-that_S-passive-positive-conditional"
"19878",263,13,22,"elaborate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","elaborate-that_S-active-negative-conditional"
"19879",263,13,23,"startle","that_S","passive","negative","True","yes",6,"True","False",1,"conditional","startle-that_S-passive-negative-conditional"
"19880",263,13,24,"see","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","see-that_S-active-negative-conditional"
"19881",263,13,25,"marvel","that_S","passive","negative","True","yes",5,"True","False",1,"conditional","marvel-that_S-passive-negative-conditional"
"19882",263,13,26,"fuss","that_S","active","positive","True","yes",7,"True","False",1,"conditional","fuss-that_S-active-positive-conditional"
"19883",263,13,27,"charm","that_S","passive","positive","True","yes",6,"True","False",1,"conditional","charm-that_S-passive-positive-conditional"
"19884",263,13,28,"elect","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","elect-that_S-active-negative-conditional"
"19885",263,13,29,"pain","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","pain-that_S-passive-positive-conditional"
"19886",263,13,30,"gladden","that_S","passive","negative","True","yes",3,"True","False",1,"conditional","gladden-that_S-passive-negative-conditional"
"19887",263,13,31,"update","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","update-that_S-active-negative-conditional"
"19888",263,13,32,"inform","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","inform-that_S-passive-positive-conditional"
"19889",263,13,33,"ruminate","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","ruminate-that_S-active-negative-conditional"
"19890",263,13,34,"require","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","require-that_S-active-negative-conditional"
"19891",263,13,35,"mislead","that_S","passive","negative","True","yes",4,"True","False",1,"conditional","mislead-that_S-passive-negative-conditional"
"19892",263,13,36,"sadden","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","sadden-that_S-passive-negative-conditional"
"19893",263,13,37,"argue","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","argue-that_S-active-negative-conditional"
"19894",263,13,38,"chastise","that_S","passive","negative","True","maybe",5,"True","False",0,"conditional","chastise-that_S-passive-negative-conditional"
"19895",263,13,39,"feel","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","feel-that_S-active-negative-conditional"
"19896",263,13,40,"holler","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","holler-that_S-active-negative-conditional"
"19897",263,13,41,"dishearten","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","dishearten-that_S-passive-negative-conditional"
"19898",263,13,42,"curse","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","curse-that_S-active-negative-conditional"
"19899",263,13,43,"aggravate","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","aggravate-that_S-passive-positive-conditional"
"19900",263,13,44,"whisper","that_S","active","positive","True","yes",7,"True","False",1,"conditional","whisper-that_S-active-positive-conditional"
"19901",263,13,45,"fake","that_S","active","positive","True","no",7,"True","False",-1,"conditional","fake-that_S-active-positive-conditional"
"19902",263,13,46,"reminisce","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","reminisce-that_S-active-negative-conditional"
"19903",263,13,47,"question","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","question-that_S-active-negative-conditional"
"19904",263,13,48,"alert","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","alert-that_S-passive-positive-conditional"
"19905",263,13,49,"pray","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","pray-that_S-active-negative-conditional"
"19906",263,13,50,"indicate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","indicate-that_S-active-negative-conditional"
"19907",263,13,51,"shout","that_S","active","positive","True","yes",7,"True","False",1,"conditional","shout-that_S-active-positive-conditional"
"19908",263,13,52,"dictate","that_S","active","positive","True","yes",6,"True","False",1,"conditional","dictate-that_S-active-positive-conditional"
"19909",263,13,53,"prophesy","that_S","active","positive","True","maybe",2,"True","False",0,"conditional","prophesy-that_S-active-positive-conditional"
"19910",263,13,54,"gasp","that_S","active","negative","True","yes",1,"True","False",1,"conditional","gasp-that_S-active-negative-conditional"
"19911",263,13,55,"summarize","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","summarize-that_S-active-negative-conditional"
"19912",263,13,56,"show","that_S","active","positive","True","yes",4,"True","False",1,"conditional","show-that_S-active-positive-conditional"
"19913",263,13,57,"mourn","that_S","active","negative","True","yes",5,"True","False",1,"conditional","mourn-that_S-active-negative-conditional"
"19914",263,13,58,"guess","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","guess-that_S-active-positive-conditional"
"19915",263,13,59,"whine","that_S","active","negative","True","yes",5,"True","False",1,"conditional","whine-that_S-active-negative-conditional"
"19916",263,13,60,"radio","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","radio-that_S-active-negative-conditional"
"19917",263,13,61,"agitate","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","agitate-that_S-passive-negative-conditional"
"19918",263,13,62,"stipulate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","stipulate-that_S-active-negative-conditional"
"19919",263,13,63,"interest","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","interest-that_S-passive-negative-conditional"
"19920",263,13,64,"astound","that_S","passive","negative","True","yes",6,"True","False",1,"conditional","astound-that_S-passive-negative-conditional"
"19921",263,13,65,"thrill","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","thrill-that_S-passive-positive-conditional"
"19922",263,13,66,"loathe","that_S","active","negative","True","yes",7,"True","False",1,"conditional","loathe-that_S-active-negative-conditional"
"19923",263,13,67,"console","that_S","passive","negative","True","yes",3,"True","False",1,"conditional","console-that_S-passive-negative-conditional"
"19924",263,13,68,"dismiss","that_S","active","positive","True","yes",7,"True","False",1,"conditional","dismiss-that_S-active-positive-conditional"
"19925",170,13,1,"signify","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","signify-that_S-active-negative-conditional"
"19926",170,13,2,"squeal","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","squeal-that_S-active-negative-conditional"
"19927",170,13,3,"surprise","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","surprise-that_S-passive-positive-conditional"
"19928",170,13,4,"assert","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","assert-that_S-active-positive-conditional"
"19929",170,13,5,"consent","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","consent-that_S-active-negative-conditional"
"19930",170,13,6,"declare","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","declare-that_S-active-positive-conditional"
"19931",170,13,7,"clarify","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","clarify-that_S-active-negative-conditional"
"19932",170,13,8,"piece_together","that_S","active","negative","True","yes",7,"True","False",1,"conditional","piece_together-that_S-active-negative-conditional"
"19933",170,13,9,"cringe","that_S","active","positive","True","yes",6,"True","False",1,"conditional","cringe-that_S-active-positive-conditional"
"19934",170,13,10,"foretell","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","foretell-that_S-passive-negative-conditional"
"19935",170,13,11,"reveal","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","reveal-that_S-active-negative-conditional"
"19936",170,13,12,"uncover","that_S","active","positive","True","yes",7,"True","False",1,"conditional","uncover-that_S-active-positive-conditional"
"19937",170,13,13,"write","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","write-that_S-active-negative-conditional"
"19938",170,13,14,"accept","that_S","active","positive","True","yes",7,"True","False",1,"conditional","accept-that_S-active-positive-conditional"
"19939",170,13,15,"snitch","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","snitch-that_S-active-positive-conditional"
"19940",170,13,16,"assess","that_S","active","negative","True","yes",6,"True","False",1,"conditional","assess-that_S-active-negative-conditional"
"19941",170,13,17,"remind","that_S","passive","positive","True","maybe",7,"True","False",0,"conditional","remind-that_S-passive-positive-conditional"
"19942",170,13,18,"envision","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","envision-that_S-active-negative-conditional"
"19943",170,13,19,"guarantee","that_S","active","positive","True","maybe",5,"True","False",0,"conditional","guarantee-that_S-active-positive-conditional"
"19944",170,13,20,"contend","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","contend-that_S-active-negative-conditional"
"19945",170,13,21,"disgruntle","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disgruntle-that_S-passive-positive-conditional"
"19946",170,13,22,"elaborate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","elaborate-that_S-active-negative-conditional"
"19947",170,13,23,"startle","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","startle-that_S-passive-negative-conditional"
"19948",170,13,24,"see","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","see-that_S-active-negative-conditional"
"19949",170,13,25,"marvel","that_S","passive","negative","True","yes",5,"True","False",1,"conditional","marvel-that_S-passive-negative-conditional"
"19950",170,13,26,"fuss","that_S","active","positive","True","yes",5,"True","False",1,"conditional","fuss-that_S-active-positive-conditional"
"19951",170,13,27,"charm","that_S","passive","positive","True","maybe",3,"True","False",0,"conditional","charm-that_S-passive-positive-conditional"
"19952",170,13,28,"elect","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","elect-that_S-active-negative-conditional"
"19953",170,13,29,"pain","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","pain-that_S-passive-positive-conditional"
"19954",170,13,30,"gladden","that_S","passive","negative","True","yes",6,"True","False",1,"conditional","gladden-that_S-passive-negative-conditional"
"19955",170,13,31,"update","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","update-that_S-active-negative-conditional"
"19956",170,13,32,"inform","that_S","passive","positive","True","maybe",7,"True","False",0,"conditional","inform-that_S-passive-positive-conditional"
"19957",170,13,33,"ruminate","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","ruminate-that_S-active-negative-conditional"
"19958",170,13,34,"require","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","require-that_S-active-negative-conditional"
"19959",170,13,35,"mislead","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","mislead-that_S-passive-negative-conditional"
"19960",170,13,36,"sadden","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","sadden-that_S-passive-negative-conditional"
"19961",170,13,37,"argue","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","argue-that_S-active-negative-conditional"
"19962",170,13,38,"chastise","that_S","passive","negative","True","maybe",3,"True","False",0,"conditional","chastise-that_S-passive-negative-conditional"
"19963",170,13,39,"feel","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","feel-that_S-active-negative-conditional"
"19964",170,13,40,"holler","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","holler-that_S-active-negative-conditional"
"19965",170,13,41,"dishearten","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","dishearten-that_S-passive-negative-conditional"
"19966",170,13,42,"curse","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","curse-that_S-active-negative-conditional"
"19967",170,13,43,"aggravate","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","aggravate-that_S-passive-positive-conditional"
"19968",170,13,44,"whisper","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","whisper-that_S-active-positive-conditional"
"19969",170,13,45,"fake","that_S","active","positive","True","no",7,"True","False",-1,"conditional","fake-that_S-active-positive-conditional"
"19970",170,13,46,"reminisce","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","reminisce-that_S-active-negative-conditional"
"19971",170,13,47,"question","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","question-that_S-active-negative-conditional"
"19972",170,13,48,"alert","that_S","passive","positive","True","maybe",7,"True","False",0,"conditional","alert-that_S-passive-positive-conditional"
"19973",170,13,49,"pray","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","pray-that_S-active-negative-conditional"
"19974",170,13,50,"indicate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","indicate-that_S-active-negative-conditional"
"19975",170,13,51,"shout","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","shout-that_S-active-positive-conditional"
"19976",170,13,52,"dictate","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","dictate-that_S-active-positive-conditional"
"19977",170,13,53,"prophesy","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","prophesy-that_S-active-positive-conditional"
"19978",170,13,54,"gasp","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","gasp-that_S-active-negative-conditional"
"19979",170,13,55,"summarize","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","summarize-that_S-active-negative-conditional"
"19980",170,13,56,"show","that_S","active","positive","True","yes",7,"True","False",1,"conditional","show-that_S-active-positive-conditional"
"19981",170,13,57,"mourn","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","mourn-that_S-active-negative-conditional"
"19982",170,13,58,"guess","that_S","active","positive","True","maybe",6,"True","False",0,"conditional","guess-that_S-active-positive-conditional"
"19983",170,13,59,"whine","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","whine-that_S-active-negative-conditional"
"19984",170,13,60,"radio","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","radio-that_S-active-negative-conditional"
"19985",170,13,61,"agitate","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","agitate-that_S-passive-negative-conditional"
"19986",170,13,62,"stipulate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","stipulate-that_S-active-negative-conditional"
"19987",170,13,63,"interest","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","interest-that_S-passive-negative-conditional"
"19988",170,13,64,"astound","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","astound-that_S-passive-negative-conditional"
"19989",170,13,65,"thrill","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","thrill-that_S-passive-positive-conditional"
"19990",170,13,66,"loathe","that_S","active","negative","True","yes",7,"True","False",1,"conditional","loathe-that_S-active-negative-conditional"
"19991",170,13,67,"console","that_S","passive","negative","True","yes",6,"True","False",1,"conditional","console-that_S-passive-negative-conditional"
"19992",170,13,68,"dismiss","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","dismiss-that_S-active-positive-conditional"
"19993",41,13,1,"signify","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","signify-that_S-active-negative-conditional"
"19994",41,13,2,"squeal","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","squeal-that_S-active-negative-conditional"
"19995",41,13,3,"surprise","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","surprise-that_S-passive-positive-conditional"
"19996",41,13,4,"assert","that_S","active","positive","True","yes",7,"True","False",1,"conditional","assert-that_S-active-positive-conditional"
"19997",41,13,5,"consent","that_S","active","negative","True","no",3,"True","False",-1,"conditional","consent-that_S-active-negative-conditional"
"19998",41,13,6,"declare","that_S","active","positive","True","yes",7,"True","False",1,"conditional","declare-that_S-active-positive-conditional"
"19999",41,13,7,"clarify","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","clarify-that_S-active-negative-conditional"
"20000",41,13,8,"piece_together","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","piece_together-that_S-active-negative-conditional"
"20001",41,13,9,"cringe","that_S","active","positive","True","yes",6,"True","False",1,"conditional","cringe-that_S-active-positive-conditional"
"20002",41,13,10,"foretell","that_S","passive","negative","True","yes",3,"True","False",1,"conditional","foretell-that_S-passive-negative-conditional"
"20003",41,13,11,"reveal","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","reveal-that_S-active-negative-conditional"
"20004",41,13,12,"uncover","that_S","active","positive","True","yes",7,"True","False",1,"conditional","uncover-that_S-active-positive-conditional"
"20005",41,13,13,"write","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","write-that_S-active-negative-conditional"
"20006",41,13,14,"accept","that_S","active","positive","True","yes",7,"True","False",1,"conditional","accept-that_S-active-positive-conditional"
"20007",41,13,15,"snitch","that_S","active","positive","True","yes",6,"True","False",1,"conditional","snitch-that_S-active-positive-conditional"
"20008",41,13,16,"assess","that_S","active","negative","True","maybe",4,"True","False",0,"conditional","assess-that_S-active-negative-conditional"
"20009",41,13,17,"remind","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","remind-that_S-passive-positive-conditional"
"20010",41,13,18,"envision","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","envision-that_S-active-negative-conditional"
"20011",41,13,19,"guarantee","that_S","active","positive","True","yes",6,"True","False",1,"conditional","guarantee-that_S-active-positive-conditional"
"20012",41,13,20,"contend","that_S","active","negative","True","maybe",6,"True","False",0,"conditional","contend-that_S-active-negative-conditional"
"20013",41,13,21,"disgruntle","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disgruntle-that_S-passive-positive-conditional"
"20014",41,13,22,"elaborate","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","elaborate-that_S-active-negative-conditional"
"20015",41,13,23,"startle","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","startle-that_S-passive-negative-conditional"
"20016",41,13,24,"see","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","see-that_S-active-negative-conditional"
"20017",41,13,25,"marvel","that_S","passive","negative","True","yes",6,"True","False",1,"conditional","marvel-that_S-passive-negative-conditional"
"20018",41,13,26,"fuss","that_S","active","positive","True","yes",7,"True","False",1,"conditional","fuss-that_S-active-positive-conditional"
"20019",41,13,27,"charm","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","charm-that_S-passive-positive-conditional"
"20020",41,13,28,"elect","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","elect-that_S-active-negative-conditional"
"20021",41,13,29,"pain","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","pain-that_S-passive-positive-conditional"
"20022",41,13,30,"gladden","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","gladden-that_S-passive-negative-conditional"
"20023",41,13,31,"update","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","update-that_S-active-negative-conditional"
"20024",41,13,32,"inform","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","inform-that_S-passive-positive-conditional"
"20025",41,13,33,"ruminate","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","ruminate-that_S-active-negative-conditional"
"20026",41,13,34,"require","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","require-that_S-active-negative-conditional"
"20027",41,13,35,"mislead","that_S","passive","negative","True","maybe",7,"True","False",0,"conditional","mislead-that_S-passive-negative-conditional"
"20028",41,13,36,"sadden","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","sadden-that_S-passive-negative-conditional"
"20029",41,13,37,"argue","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","argue-that_S-active-negative-conditional"
"20030",41,13,38,"chastise","that_S","passive","negative","True","yes",3,"True","False",1,"conditional","chastise-that_S-passive-negative-conditional"
"20031",41,13,39,"feel","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","feel-that_S-active-negative-conditional"
"20032",41,13,40,"holler","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","holler-that_S-active-negative-conditional"
"20033",41,13,41,"dishearten","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","dishearten-that_S-passive-negative-conditional"
"20034",41,13,42,"curse","that_S","active","negative","True","yes",2,"True","False",1,"conditional","curse-that_S-active-negative-conditional"
"20035",41,13,43,"aggravate","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","aggravate-that_S-passive-positive-conditional"
"20036",41,13,44,"whisper","that_S","active","positive","True","yes",7,"True","False",1,"conditional","whisper-that_S-active-positive-conditional"
"20037",41,13,45,"fake","that_S","active","positive","True","no",5,"True","False",-1,"conditional","fake-that_S-active-positive-conditional"
"20038",41,13,46,"reminisce","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","reminisce-that_S-active-negative-conditional"
"20039",41,13,47,"question","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","question-that_S-active-negative-conditional"
"20040",41,13,48,"alert","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","alert-that_S-passive-positive-conditional"
"20041",41,13,49,"pray","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","pray-that_S-active-negative-conditional"
"20042",41,13,50,"indicate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","indicate-that_S-active-negative-conditional"
"20043",41,13,51,"shout","that_S","active","positive","True","yes",6,"True","False",1,"conditional","shout-that_S-active-positive-conditional"
"20044",41,13,52,"dictate","that_S","active","positive","True","yes",2,"True","False",1,"conditional","dictate-that_S-active-positive-conditional"
"20045",41,13,53,"prophesy","that_S","active","positive","True","maybe",1,"True","False",0,"conditional","prophesy-that_S-active-positive-conditional"
"20046",41,13,54,"gasp","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","gasp-that_S-active-negative-conditional"
"20047",41,13,55,"summarize","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","summarize-that_S-active-negative-conditional"
"20048",41,13,56,"show","that_S","active","positive","True","yes",5,"True","False",1,"conditional","show-that_S-active-positive-conditional"
"20049",41,13,57,"mourn","that_S","active","negative","True","yes",4,"True","False",1,"conditional","mourn-that_S-active-negative-conditional"
"20050",41,13,58,"guess","that_S","active","positive","True","maybe",7,"True","False",0,"conditional","guess-that_S-active-positive-conditional"
"20051",41,13,59,"whine","that_S","active","negative","True","yes",7,"True","False",1,"conditional","whine-that_S-active-negative-conditional"
"20052",41,13,60,"radio","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","radio-that_S-active-negative-conditional"
"20053",41,13,61,"agitate","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","agitate-that_S-passive-negative-conditional"
"20054",41,13,62,"stipulate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","stipulate-that_S-active-negative-conditional"
"20055",41,13,63,"interest","that_S","passive","negative","True","yes",5,"True","False",1,"conditional","interest-that_S-passive-negative-conditional"
"20056",41,13,64,"astound","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","astound-that_S-passive-negative-conditional"
"20057",41,13,65,"thrill","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","thrill-that_S-passive-positive-conditional"
"20058",41,13,66,"loathe","that_S","active","negative","True","yes",7,"True","False",1,"conditional","loathe-that_S-active-negative-conditional"
"20059",41,13,67,"console","that_S","passive","negative","True","yes",3,"True","False",1,"conditional","console-that_S-passive-negative-conditional"
"20060",41,13,68,"dismiss","that_S","active","positive","True","no",7,"True","False",-1,"conditional","dismiss-that_S-active-positive-conditional"
"20061",181,13,1,"signify","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","signify-that_S-active-negative-conditional"
"20062",181,13,2,"squeal","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","squeal-that_S-active-negative-conditional"
"20063",181,13,3,"surprise","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","surprise-that_S-passive-positive-conditional"
"20064",181,13,4,"assert","that_S","active","positive","True","yes",7,"True","False",1,"conditional","assert-that_S-active-positive-conditional"
"20065",181,13,5,"consent","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","consent-that_S-active-negative-conditional"
"20066",181,13,6,"declare","that_S","active","positive","True","yes",7,"True","False",1,"conditional","declare-that_S-active-positive-conditional"
"20067",181,13,7,"clarify","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","clarify-that_S-active-negative-conditional"
"20068",181,13,8,"piece_together","that_S","active","negative","True","maybe",3,"True","False",0,"conditional","piece_together-that_S-active-negative-conditional"
"20069",181,13,9,"cringe","that_S","active","positive","True","yes",7,"True","False",1,"conditional","cringe-that_S-active-positive-conditional"
"20070",181,13,10,"foretell","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","foretell-that_S-passive-negative-conditional"
"20071",181,13,11,"reveal","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","reveal-that_S-active-negative-conditional"
"20072",181,13,12,"uncover","that_S","active","positive","True","yes",7,"True","False",1,"conditional","uncover-that_S-active-positive-conditional"
"20073",181,13,13,"write","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","write-that_S-active-negative-conditional"
"20074",181,13,14,"accept","that_S","active","positive","True","yes",7,"True","False",1,"conditional","accept-that_S-active-positive-conditional"
"20075",181,13,15,"snitch","that_S","active","positive","True","yes",7,"True","False",1,"conditional","snitch-that_S-active-positive-conditional"
"20076",181,13,16,"assess","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","assess-that_S-active-negative-conditional"
"20077",181,13,17,"remind","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","remind-that_S-passive-positive-conditional"
"20078",181,13,18,"envision","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","envision-that_S-active-negative-conditional"
"20079",181,13,19,"guarantee","that_S","active","positive","True","yes",7,"True","False",1,"conditional","guarantee-that_S-active-positive-conditional"
"20080",181,13,20,"contend","that_S","active","negative","True","maybe",2,"True","False",0,"conditional","contend-that_S-active-negative-conditional"
"20081",181,13,21,"disgruntle","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","disgruntle-that_S-passive-positive-conditional"
"20082",181,13,22,"elaborate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","elaborate-that_S-active-negative-conditional"
"20083",181,13,23,"startle","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","startle-that_S-passive-negative-conditional"
"20084",181,13,24,"see","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","see-that_S-active-negative-conditional"
"20085",181,13,25,"marvel","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","marvel-that_S-passive-negative-conditional"
"20086",181,13,26,"fuss","that_S","active","positive","True","yes",7,"True","False",1,"conditional","fuss-that_S-active-positive-conditional"
"20087",181,13,27,"charm","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","charm-that_S-passive-positive-conditional"
"20088",181,13,28,"elect","that_S","active","negative","True","maybe",1,"True","False",0,"conditional","elect-that_S-active-negative-conditional"
"20089",181,13,29,"pain","that_S","passive","positive","True","yes",5,"True","False",1,"conditional","pain-that_S-passive-positive-conditional"
"20090",181,13,30,"gladden","that_S","passive","negative","True","yes",2,"True","False",1,"conditional","gladden-that_S-passive-negative-conditional"
"20091",181,13,31,"update","that_S","active","negative","True","yes",6,"True","False",1,"conditional","update-that_S-active-negative-conditional"
"20092",181,13,32,"inform","that_S","passive","positive","True","yes",7,"True","False",1,"conditional","inform-that_S-passive-positive-conditional"
"20093",181,13,33,"ruminate","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","ruminate-that_S-active-negative-conditional"
"20094",181,13,34,"require","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","require-that_S-active-negative-conditional"
"20095",181,13,35,"mislead","that_S","passive","negative","True","maybe",3,"True","False",0,"conditional","mislead-that_S-passive-negative-conditional"
"20096",181,13,36,"sadden","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","sadden-that_S-passive-negative-conditional"
"20097",181,13,37,"argue","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","argue-that_S-active-negative-conditional"
"20098",181,13,38,"chastise","that_S","passive","negative","True","yes",5,"True","False",1,"conditional","chastise-that_S-passive-negative-conditional"
"20099",181,13,39,"feel","that_S","active","negative","True","maybe",7,"True","False",0,"conditional","feel-that_S-active-negative-conditional"
"20100",181,13,40,"holler","that_S","active","negative","True","maybe",5,"True","False",0,"conditional","holler-that_S-active-negative-conditional"
"20101",181,13,41,"dishearten","that_S","passive","negative","True","yes",7,"True","False",1,"conditional","dishearten-that_S-passive-negative-conditional"
