"item","verb","frame","voice","polarity","conditional2","Mean","low.ci","high.ci","SD","C"
"recap-that_S-active-negative-matrix","recap","that_S","active","negative","matrix",0.35,0.15,0.15,0.241522945769824,10
"recap-that_S-active-positive-conditional","recap","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"recap-that_S-active-positive-matrix","recap","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"reckon-that_S-active-negative-conditional","reckon","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"reckon-that_S-active-negative-matrix","reckon","that_S","active","negative","matrix",0.35,0.2,0.2,0.337474278855276,10
"reckon-that_S-active-positive-conditional","reckon","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"reckon-that_S-active-positive-matrix","reckon","that_S","active","positive","matrix",0.55,0.15,0.15,0.283823106098773,10
"recognize-that_S-active-negative-conditional","recognize","that_S","active","negative","conditional",0.65,0.15,0.15,0.241522945769824,10
"recognize-that_S-active-negative-matrix","recognize","that_S","active","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"recognize-that_S-active-positive-conditional","recognize","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"recognize-that_S-active-positive-matrix","recognize","that_S","active","positive","matrix",1,0,0,0,10
"recollect-that_S-active-negative-conditional","recollect","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"recollect-that_S-active-negative-matrix","recollect","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"recollect-that_S-active-positive-conditional","recollect","that_S","active","positive","conditional",0.85,0.25,0.15,0.337474278855276,10
"recollect-that_S-active-positive-matrix","recollect","that_S","active","positive","matrix",0.8,0.2,0.2,0.349602949390051,10
"reconsider-that_S-active-negative-conditional","reconsider","that_S","active","negative","conditional",0.55,0.2,0.2,0.368932393686311,10
"reconsider-that_S-active-negative-matrix","reconsider","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"reconsider-that_S-active-positive-conditional","reconsider","that_S","active","positive","conditional",0.65,0.15,0.15,0.241522945769824,10
"reconsider-that_S-active-positive-matrix","reconsider","that_S","active","positive","matrix",0.6,0.1,0.15,0.210818510677892,10
"record-that_S-active-negative-conditional","record","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"record-that_S-active-negative-matrix","record","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"record-that_S-active-positive-conditional","record","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"record-that_S-active-positive-matrix","record","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"rediscover-that_S-active-negative-conditional","rediscover","that_S","active","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"rediscover-that_S-active-negative-matrix","rediscover","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"rediscover-that_S-active-positive-conditional","rediscover","that_S","active","positive","conditional",1,0,0,0,10
"rediscover-that_S-active-positive-matrix","rediscover","that_S","active","positive","matrix",1,0,0,0,9
"regret-that_S-active-negative-conditional","regret","that_S","active","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
"regret-that_S-active-negative-matrix","regret","that_S","active","negative","matrix",0.85,0.25,0.15,0.337474278855276,10
"regret-that_S-active-positive-conditional","regret","that_S","active","positive","conditional",1,0,0,0,10
"regret-that_S-active-positive-matrix","regret","that_S","active","positive","matrix",1,0,0,0,10
"reiterate-that_S-active-negative-conditional","reiterate","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"reiterate-that_S-active-negative-matrix","reiterate","that_S","active","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"reiterate-that_S-active-positive-conditional","reiterate","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"reiterate-that_S-active-positive-matrix","reiterate","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"reject-that_S-active-negative-conditional","reject","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"reject-that_S-active-negative-matrix","reject","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"reject-that_S-active-positive-conditional","reject","that_S","active","positive","conditional",0.45,0.25,0.2,0.368932393686311,10
"reject-that_S-active-positive-matrix","reject","that_S","active","positive","matrix",0.65,0.2,0.2,0.337474278855276,10
"relate-that_S-active-negative-conditional","relate","that_S","active","negative","conditional",0.5,0.2,0.2,0.333333333333333,10
"relate-that_S-active-negative-matrix","relate","that_S","active","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"relate-that_S-active-positive-conditional","relate","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"relate-that_S-active-positive-matrix","relate","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"relieve-that_S-passive-negative-conditional","relieve","that_S","passive","negative","conditional",0.75,0.20125,0.2,0.353553390593274,10
"relieve-that_S-passive-negative-matrix","relieve","that_S","passive","negative","matrix",0.7,0.25,0.25,0.421637021355784,10
"relieve-that_S-passive-positive-conditional","relieve","that_S","passive","positive","conditional",1,0,0,0,10
"relieve-that_S-passive-positive-matrix","relieve","that_S","passive","positive","matrix",1,0,0,0,10
"relish-that_S-active-negative-conditional","relish","that_S","active","negative","conditional",0.65,0.2,0.2,0.337474278855276,10
"relish-that_S-active-negative-matrix","relish","that_S","active","negative","matrix",0.85,0.2,0.15,0.337474278855276,10
"relish-that_S-active-positive-conditional","relish","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"relish-that_S-active-positive-matrix","relish","that_S","active","positive","matrix",1,0,0,0,10
"remark-that_S-active-negative-conditional","remark","that_S","active","negative","conditional",0.5,0,0,0,10
"remark-that_S-active-negative-matrix","remark","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"remark-that_S-active-positive-conditional","remark","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"remark-that_S-active-positive-matrix","remark","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"remember-that_S-active-negative-conditional","remember","that_S","active","negative","conditional",0.5,0,0,0,10
"remember-that_S-active-negative-matrix","remember","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"remember-that_S-active-positive-conditional","remember","that_S","active","positive","conditional",1,0,0,0,10
"remember-that_S-active-positive-matrix","remember","that_S","active","positive","matrix",1,0,0,0,9
"remind-that_S-passive-negative-conditional","remind","that_S","passive","negative","conditional",0.7,0.2,0.2,0.349602949390051,10
"remind-that_S-passive-negative-matrix","remind","that_S","passive","negative","matrix",0.722222222222222,0.277777777777778,0.222222222222222,0.440958551844098,9
"remind-that_S-passive-positive-conditional","remind","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"remind-that_S-passive-positive-matrix","remind","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"reminisce-that_S-active-negative-conditional","reminisce","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"reminisce-that_S-active-negative-matrix","reminisce","that_S","active","negative","matrix",0.611111111111111,0.222222222222222,0.222222222222222,0.333333333333333,9
"reminisce-that_S-active-positive-conditional","reminisce","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"reminisce-that_S-active-positive-matrix","reminisce","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"repeat-that_S-active-negative-conditional","repeat","that_S","active","negative","conditional",0.55,0.15,0.15,0.283823106098773,10
"repeat-that_S-active-negative-matrix","repeat","that_S","active","negative","matrix",0.6,0.2,0.2,0.316227766016838,10
"repeat-that_S-active-positive-conditional","repeat","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"repeat-that_S-active-positive-matrix","repeat","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"reply-that_S-active-negative-conditional","reply","that_S","active","negative","conditional",0.55,0.15,0.151249999999999,0.283823106098773,10
"reply-that_S-active-negative-matrix","reply","that_S","active","negative","matrix",0.4,0.15,0.1,0.210818510677892,10
"reply-that_S-active-positive-conditional","reply","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"reply-that_S-active-positive-matrix","reply","that_S","active","positive","matrix",0.9,0.1,0.1,0.210818510677892,10
"report-that_S-active-negative-conditional","report","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"report-that_S-active-negative-matrix","report","that_S","active","negative","matrix",0.65,0.10125,0.15,0.241522945769824,10
"report-that_S-active-positive-conditional","report","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"report-that_S-active-positive-matrix","report","that_S","active","positive","matrix",0.8,0.15,0.15,0.258198889747161,10
"repress-that_S-active-negative-conditional","repress","that_S","active","negative","conditional",0.75,0.15,0.15,0.263523138347365,10
"repress-that_S-active-negative-matrix","repress","that_S","active","negative","matrix",0.55,0.15,0.2,0.283823106098773,10
"repress-that_S-active-positive-conditional","repress","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"repress-that_S-active-positive-matrix","repress","that_S","active","positive","matrix",0.85,0.2,0.15,0.337474278855276,10
"request-that_S-active-negative-conditional","request","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"request-that_S-active-negative-matrix","request","that_S","active","negative","matrix",0.6,0.2,0.151249999999999,0.316227766016838,10
"request-that_S-active-positive-conditional","request","that_S","active","positive","conditional",0.5,0,0,0,10
"request-that_S-active-positive-matrix","request","that_S","active","positive","matrix",0.4,0.1,0.1,0.210818510677892,10
"require-that_S-active-negative-conditional","require","that_S","active","negative","conditional",0.5,0,0,0,10
"require-that_S-active-negative-matrix","require","that_S","active","negative","matrix",0.45,0.1,0.05,0.158113883008419,10
"require-that_S-active-positive-conditional","require","that_S","active","positive","conditional",0.45,0.1,0.05,0.158113883008419,10
"require-that_S-active-positive-matrix","require","that_S","active","positive","matrix",0.65,0.15,0.15,0.241522945769824,10
"research-that_S-active-negative-conditional","research","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"research-that_S-active-negative-matrix","research","that_S","active","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"research-that_S-active-positive-conditional","research","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"research-that_S-active-positive-matrix","research","that_S","active","positive","matrix",0.7,0.2,0.2,0.349602949390051,10
"resent-that_S-active-negative-conditional","resent","that_S","active","negative","conditional",1,0,0,0,10
"resent-that_S-active-negative-matrix","resent","that_S","active","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"resent-that_S-active-positive-conditional","resent","that_S","active","positive","conditional",1,0,0,0,10
"resent-that_S-active-positive-matrix","resent","that_S","active","positive","matrix",1,0,0,0,10
"resolve-that_S-active-negative-conditional","resolve","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"resolve-that_S-active-negative-matrix","resolve","that_S","active","negative","matrix",0.45,0.15,0.15,0.283823106098773,10
"resolve-that_S-active-positive-conditional","resolve","that_S","active","positive","conditional",0.75,0.2,0.2,0.353553390593274,10
"resolve-that_S-active-positive-matrix","resolve","that_S","active","positive","matrix",0.8,0.20125,0.2,0.349602949390051,10
"respond-that_S-active-negative-conditional","respond","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"respond-that_S-active-negative-matrix","respond","that_S","active","negative","matrix",0.4,0.10125,0.1,0.210818510677892,10
"respond-that_S-active-positive-conditional","respond","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"respond-that_S-active-positive-matrix","respond","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"restate-that_S-active-negative-conditional","restate","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"restate-that_S-active-negative-matrix","restate","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"restate-that_S-active-positive-conditional","restate","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"restate-that_S-active-positive-matrix","restate","that_S","active","positive","matrix",1,0,0,0,10
"retort-that_S-active-negative-conditional","retort","that_S","active","negative","conditional",0.5,0,0,0,10
"retort-that_S-active-negative-matrix","retort","that_S","active","negative","matrix",0.4,0.1,0.1,0.210818510677892,10
"retort-that_S-active-positive-conditional","retort","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"retort-that_S-active-positive-matrix","retort","that_S","active","positive","matrix",0.7,0.2,0.2,0.349602949390051,10
"retract-that_S-active-negative-conditional","retract","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"retract-that_S-active-negative-matrix","retract","that_S","active","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"retract-that_S-active-positive-conditional","retract","that_S","active","positive","conditional",0.25,0.2,0.25,0.353553390593274,10
"retract-that_S-active-positive-matrix","retract","that_S","active","positive","matrix",0.35,0.20125,0.25,0.411636301174282,10
"reveal-that_S-active-negative-conditional","reveal","that_S","active","negative","conditional",0.65,0.15,0.15,0.241522945769824,10
"reveal-that_S-active-negative-matrix","reveal","that_S","active","negative","matrix",0.75,0.15,0.15,0.263523138347365,10
"reveal-that_S-active-positive-conditional","reveal","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"reveal-that_S-active-positive-matrix","reveal","that_S","active","positive","matrix",1,0,0,0,10
"revolt-that_S-passive-negative-conditional","revolt","that_S","passive","negative","conditional",0.65,0.15,0.15,0.241522945769824,10
"revolt-that_S-passive-negative-matrix","revolt","that_S","passive","negative","matrix",1,0,0,0,10
"revolt-that_S-passive-positive-conditional","revolt","that_S","passive","positive","conditional",1,0,0,0,10
"revolt-that_S-passive-positive-matrix","revolt","that_S","passive","positive","matrix",1,0,0,0,10
"rouse-that_S-passive-negative-conditional","rouse","that_S","passive","negative","conditional",0.75,0.25125,0.201249999999999,0.424918292799399,10
"rouse-that_S-passive-negative-matrix","rouse","that_S","passive","negative","matrix",0.85,0.2,0.15,0.337474278855276,10
"rouse-that_S-passive-positive-conditional","rouse","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"rouse-that_S-passive-positive-matrix","rouse","that_S","passive","positive","matrix",0.7,0.25,0.2,0.421637021355784,10
"rule-that_S-active-negative-conditional","rule","that_S","active","negative","conditional",0.5,0,0,0,10
"rule-that_S-active-negative-matrix","rule","that_S","active","negative","matrix",0.4,0.15,0.1,0.210818510677892,10
"rule-that_S-active-positive-conditional","rule","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"rule-that_S-active-positive-matrix","rule","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"ruminate-that_S-active-negative-conditional","ruminate","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"ruminate-that_S-active-negative-matrix","ruminate","that_S","active","negative","matrix",0.5,0.222222222222222,0.222222222222222,0.353553390593274,9
"ruminate-that_S-active-positive-conditional","ruminate","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"ruminate-that_S-active-positive-matrix","ruminate","that_S","active","positive","matrix",0.611111111111111,0.111111111111111,0.166666666666667,0.220479275922049,9
"sadden-that_S-passive-negative-conditional","sadden","that_S","passive","negative","conditional",0.95,0.1,0.05,0.158113883008419,10
"sadden-that_S-passive-negative-matrix","sadden","that_S","passive","negative","matrix",1,0,0,0,10
"sadden-that_S-passive-positive-conditional","sadden","that_S","passive","positive","conditional",0.9,0.2,0.1,0.316227766016838,10
"sadden-that_S-passive-positive-matrix","sadden","that_S","passive","positive","matrix",1,0,0,0,10
"satisfy-that_S-passive-negative-conditional","satisfy","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"satisfy-that_S-passive-negative-matrix","satisfy","that_S","passive","negative","matrix",0.8,0.15,0.15,0.258198889747161,10
"satisfy-that_S-passive-positive-conditional","satisfy","that_S","passive","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"satisfy-that_S-passive-positive-matrix","satisfy","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"say-that_S-active-negative-conditional","say","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"say-that_S-active-negative-matrix","say","that_S","active","negative","matrix",0.6,0.2,0.2,0.316227766016838,10
"say-that_S-active-positive-conditional","say","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"say-that_S-active-positive-matrix","say","that_S","active","positive","matrix",0.7,0.15,0.15,0.258198889747161,10
"scare-that_S-passive-negative-conditional","scare","that_S","passive","negative","conditional",0.8,0.25,0.2,0.349602949390051,10
"scare-that_S-passive-negative-matrix","scare","that_S","passive","negative","matrix",0.944444444444444,0.111111111111111,0.0555555555555556,0.166666666666667,9
"scare-that_S-passive-positive-conditional","scare","that_S","passive","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"scare-that_S-passive-positive-matrix","scare","that_S","passive","positive","matrix",0.6,0.2,0.15,0.316227766016838,10
"scoff-that_S-active-negative-conditional","scoff","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"scoff-that_S-active-negative-matrix","scoff","that_S","active","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"scoff-that_S-active-positive-conditional","scoff","that_S","active","positive","conditional",0.9,0.1,0.1,0.210818510677892,10
"scoff-that_S-active-positive-matrix","scoff","that_S","active","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"scream-that_S-active-negative-conditional","scream","that_S","active","negative","conditional",0.6,0.1,0.15,0.210818510677892,10
"scream-that_S-active-negative-matrix","scream","that_S","active","negative","matrix",0.5,0.2,0.2,0.333333333333333,10
"scream-that_S-active-positive-conditional","scream","that_S","active","positive","conditional",0.7,0.15,0.15,0.258198889747161,10
"scream-that_S-active-positive-matrix","scream","that_S","active","positive","matrix",0.65,0.2,0.2,0.337474278855276,10
"scribble-that_S-active-negative-conditional","scribble","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"scribble-that_S-active-negative-matrix","scribble","that_S","active","negative","matrix",0.5,0,0,0,10
"scribble-that_S-active-positive-conditional","scribble","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"scribble-that_S-active-positive-matrix","scribble","that_S","active","positive","matrix",0.55,0.2,0.2,0.368932393686311,10
"see-that_S-active-negative-conditional","see","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"see-that_S-active-negative-matrix","see","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"see-that_S-active-positive-conditional","see","that_S","active","positive","conditional",1,0,0,0,10
"see-that_S-active-positive-matrix","see","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"select-that_S-active-negative-conditional","select","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"select-that_S-active-negative-matrix","select","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"select-that_S-active-positive-conditional","select","that_S","active","positive","conditional",0.75,0.2,0.2,0.353553390593274,10
"select-that_S-active-positive-matrix","select","that_S","active","positive","matrix",0.5,0.15,0.15,0.235702260395516,10
"shame-that_S-passive-negative-conditional","shame","that_S","passive","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
"shame-that_S-passive-negative-matrix","shame","that_S","passive","negative","matrix",0.9,0.2,0.1,0.316227766016838,10
"shame-that_S-passive-positive-conditional","shame","that_S","passive","positive","conditional",1,0,0,0,10
"shame-that_S-passive-positive-matrix","shame","that_S","passive","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"share-that_S-active-negative-conditional","share","that_S","active","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
"share-that_S-active-negative-matrix","share","that_S","active","negative","matrix",0.7,0.2,0.2,0.349602949390051,10
"share-that_S-active-positive-conditional","share","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"share-that_S-active-positive-matrix","share","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"shock-that_S-passive-negative-conditional","shock","that_S","passive","negative","conditional",1,0,0,0,10
"shock-that_S-passive-negative-matrix","shock","that_S","passive","negative","matrix",0.9,0.15,0.1,0.210818510677892,10
"shock-that_S-passive-positive-conditional","shock","that_S","passive","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"shock-that_S-passive-positive-matrix","shock","that_S","passive","positive","matrix",1,0,0,0,10
"shout-that_S-active-negative-conditional","shout","that_S","active","negative","conditional",0.45,0.15,0.15,0.283823106098773,10
"shout-that_S-active-negative-matrix","shout","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"shout-that_S-active-positive-conditional","shout","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"shout-that_S-active-positive-matrix","shout","that_S","active","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"show-that_S-active-negative-conditional","show","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"show-that_S-active-negative-matrix","show","that_S","active","negative","matrix",0.6,0.1,0.15,0.210818510677892,10
"show-that_S-active-positive-conditional","show","that_S","active","positive","conditional",1,0,0,0,10
"show-that_S-active-positive-matrix","show","that_S","active","positive","matrix",1,0,0,0,10
"show-that_S-passive-negative-conditional","show","that_S","passive","negative","conditional",0.5,0,0,0,10
"show-that_S-passive-negative-matrix","show","that_S","passive","negative","matrix",0.55,0.2,0.2,0.368932393686311,10
"show-that_S-passive-positive-conditional","show","that_S","passive","positive","conditional",1,0,0,0,10
"show-that_S-passive-positive-matrix","show","that_S","passive","positive","matrix",0.85,0.25,0.15,0.337474278855276,10
"showcase-that_S-active-negative-conditional","showcase","that_S","active","negative","conditional",0.6,0.2,0.15,0.316227766016838,10
"showcase-that_S-active-negative-matrix","showcase","that_S","active","negative","matrix",0.6,0.2,0.2,0.316227766016838,10
"showcase-that_S-active-positive-conditional","showcase","that_S","active","positive","conditional",0.8,0.15,0.15,0.258198889747161,10
"showcase-that_S-active-positive-matrix","showcase","that_S","active","positive","matrix",0.85,0.2,0.15,0.337474278855276,10
"shriek-that_S-active-negative-conditional","shriek","that_S","active","negative","conditional",0.65,0.1,0.15,0.241522945769824,10
"shriek-that_S-active-negative-matrix","shriek","that_S","active","negative","matrix",0.6,0.2,0.15,0.316227766016838,10
"shriek-that_S-active-positive-conditional","shriek","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"shriek-that_S-active-positive-matrix","shriek","that_S","active","positive","matrix",0.75,0.2,0.2,0.353553390593274,10
"sicken-that_S-passive-negative-conditional","sicken","that_S","passive","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"sicken-that_S-passive-negative-matrix","sicken","that_S","passive","negative","matrix",0.95,0.1,0.05,0.158113883008419,10
"sicken-that_S-passive-positive-conditional","sicken","that_S","passive","positive","conditional",0.85,0.2,0.15,0.337474278855276,10
"sicken-that_S-passive-positive-matrix","sicken","that_S","passive","positive","matrix",1,0,0,0,10
"sigh-that_S-active-negative-conditional","sigh","that_S","active","negative","conditional",0.45,0.1,0.05,0.158113883008419,10
"sigh-that_S-active-negative-matrix","sigh","that_S","active","negative","matrix",0.55,0.20125,0.2,0.368932393686311,10
"sigh-that_S-active-positive-conditional","sigh","that_S","active","positive","conditional",0.95,0.1,0.05,0.158113883008419,10
"sigh-that_S-active-positive-matrix","sigh","that_S","active","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"signal-that_S-active-negative-conditional","signal","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"signal-that_S-active-negative-matrix","signal","that_S","active","negative","matrix",0.55,0.05,0.1,0.158113883008419,10
"signal-that_S-active-positive-conditional","signal","that_S","active","positive","conditional",1,0,0,0,10
"signal-that_S-active-positive-matrix","signal","that_S","active","positive","matrix",0.95,0.1,0.05,0.158113883008419,10
"signal-that_S-passive-negative-conditional","signal","that_S","passive","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"signal-that_S-passive-negative-matrix","signal","that_S","passive","negative","matrix",0.7,0.15,0.15,0.258198889747161,10
"signal-that_S-passive-positive-conditional","signal","that_S","passive","positive","conditional",0.65,0.15,0.15,0.241522945769824,10
"signal-that_S-passive-positive-matrix","signal","that_S","passive","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"signify-that_S-active-negative-conditional","signify","that_S","active","negative","conditional",0.5,0,0,0,10
"signify-that_S-active-negative-matrix","signify","that_S","active","negative","matrix",0.35,0.15,0.1,0.241522945769824,10
"signify-that_S-active-positive-conditional","signify","that_S","active","positive","conditional",1,0,0,0,10
"signify-that_S-active-positive-matrix","signify","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"simulate-that_S-active-negative-conditional","simulate","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"simulate-that_S-active-negative-matrix","simulate","that_S","active","negative","matrix",0.65,0.1,0.15,0.241522945769824,10
"simulate-that_S-active-positive-conditional","simulate","that_S","active","positive","conditional",0.55,0.25,0.2,0.368932393686311,10
"simulate-that_S-active-positive-matrix","simulate","that_S","active","positive","matrix",0.65,0.15,0.15,0.241522945769824,10
"sing-that_S-active-negative-conditional","sing","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"sing-that_S-active-negative-matrix","sing","that_S","active","negative","matrix",0.5,0.166666666666667,0.166666666666667,0.25,9
"sing-that_S-active-positive-conditional","sing","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"sing-that_S-active-positive-matrix","sing","that_S","active","positive","matrix",0.75,0.15,0.15,0.263523138347365,10
"sketch-that_S-active-negative-conditional","sketch","that_S","active","negative","conditional",0.55,0.05,0.1,0.158113883008419,10
"sketch-that_S-active-negative-matrix","sketch","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"sketch-that_S-active-positive-conditional","sketch","that_S","active","positive","conditional",0.75,0.15,0.15,0.263523138347365,10
"sketch-that_S-active-positive-matrix","sketch","that_S","active","positive","matrix",0.7,0.15,0.15,0.258198889747161,10
"snap-that_S-active-negative-conditional","snap","that_S","active","negative","conditional",0.6,0.2,0.15,0.316227766016838,10
"snap-that_S-active-negative-matrix","snap","that_S","active","negative","matrix",0.5,0.15,0.15,0.235702260395516,10
"snap-that_S-active-positive-conditional","snap","that_S","active","positive","conditional",0.9,0.15,0.1,0.210818510677892,10
"snap-that_S-active-positive-matrix","snap","that_S","active","positive","matrix",0.85,0.15,0.15,0.241522945769824,10
"snitch-that_S-active-negative-conditional","snitch","that_S","active","negative","conditional",0.8,0.15,0.15,0.258198889747161,10
"snitch-that_S-active-negative-matrix","snitch","that_S","active","negative","matrix",0.65,0.2,0.2,0.337474278855276,10
"snitch-that_S-active-positive-conditional","snitch","that_S","active","positive","conditional",0.85,0.15,0.15,0.241522945769824,10
"snitch-that_S-active-positive-matrix","snitch","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"sob-that_S-active-negative-conditional","sob","that_S","active","negative","conditional",0.55,0.15,0.15,0.283823106098773,10
"sob-that_S-active-negative-matrix","sob","that_S","active","negative","matrix",0.65,0.15,0.15,0.241522945769824,10
"sob-that_S-active-positive-conditional","sob","that_S","active","positive","conditional",1,0,0,0,10
"sob-that_S-active-positive-matrix","sob","that_S","active","positive","matrix",1,0,0,0,9
"specify-that_S-active-negative-conditional","specify","that_S","active","negative","conditional",0.5,0.15,0.15,0.235702260395516,10
"specify-that_S-active-negative-matrix","specify","that_S","active","negative","matrix",0.55,0.15,0.15,0.283823106098773,10
"specify-that_S-active-positive-conditional","specify","that_S","active","positive","conditional",1,0,0,0,10
"specify-that_S-active-positive-matrix","specify","that_S","active","positive","matrix",0.9,0.15,0.1,0.210818510677892,10
"spellbind-that_S-passive-negative-conditional","spellbind","that_S","passive","negative","conditional",0.7,0.15,0.15,0.258198889747161,10
