"","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"6613",284,15909,"M","M","Grace visited her sister","acknowledge","9","C",0.98,10,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6614",284,8633,"F","F","Charley speaks Spanish","prove","20","C",0.05,11,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6615",284,6738,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.07,12,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6616",284,5272,NA,"M","Vanessa is good at math","MC","control4","control",0.06,13,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6617",284,8952,"M","F","Mia drank 2 cocktails last night","hear","6","C",0.96,14,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6618",284,8829,"F","F","Owen shoveled snow last winter","be_annoyed","17","NonProj",0.99,15,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6619",284,10716,"F","F","Jayden rented a car","pretend","14","NonProj",0.03,16,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6620",284,15427,"M","M","Olivia sleeps until noon","discover","4","NonProj",0.98,17,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6621",284,6641,"F","F","Frank got a cat","be_right","12","C",0.02,18,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6622",284,9109,"M","F","Emma studied on Saturday morning","demonstrate","3","C",0.97,19,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6623",284,5129,NA,"F","Madison had a baby","MC","control5","control",0.03,20,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6624",284,7599,"F","F","Danny ate the last cupcake","establish","11","NonProj",0.13,21,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6625",284,7648,"M","F","Sophia got a tattoo","know","5","NonProj",0.99,22,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6626",284,6895,"F","F","Jon walks to work","suggest","19","C",0.11,23,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6627",284,11143,"F","F","Josh learned to ride a bike yesterday","confess","16","C",0.6,24,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6628",284,4326,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.04,25,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6629",284,7198,"M","M","Emily bought a car yesterday","say","8","C",0.08,26,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6630",284,10243,"F","F","Jackson ran 10 miles","confirm","13","C",0.49,27,41,"English","Yes","y","f","This is an interesting experiment to see where text can get confused in translation. Fair price would be $1",5.529516667
"6631",285,25488,"M","M","Josie went on vacation to France","be_annoyed","2","NonProj",0.99,2,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6632",285,12607,"M","F","Mary is pregnant","prove","1","C",0.01,3,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6633",285,16003,"F","M","Charley speaks Spanish","admit","20","C",0.99,4,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6634",285,8079,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0,5,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6635",285,30275,"M","M","Emily bought a car yesterday","see","8","NonProj",0.99,6,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6636",285,36656,"F","M","Jackson ran 10 miles","think","13","NonProj",0.01,7,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6637",285,18880,"F","F","Owen shoveled snow last winter","be_right","17","C",0.01,8,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6638",285,8537,NA,"F","Todd played football in high school","MC","control3","control",0.03,9,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6639",285,17991,"F","M","Danny ate the last cupcake","reveal","11","NonProj",0.99,10,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6640",285,8799,"F","F","Jayden rented a car","hear","14","C",0.99,11,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6641",285,6290,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.02,12,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6642",285,13949,"M","F","Isabella ate a steak on Sunday","inform","7","C",0.99,13,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6643",285,144729,"F","M","Tony had a drink last night","acknowledge","15","C",0.96,14,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6644",285,5378,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.03,15,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6645",285,5669,NA,"M","Vanessa is good at math","MC","control4","control",0,16,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6646",285,6629,"F","F","Jon walks to work","say","19","C",0.01,17,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6647",285,8264,"F","F","Frank got a cat","know","12","NonProj",0.98,18,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6648",285,154586,"F","F","Josh learned to ride a bike yesterday","announce","16","C",0.99,19,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6649",285,53260,"M","M","Emma studied on Saturday morning","suggest","3","C",0.04,20,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6650",285,13865,"F","F","Julian dances salsa","establish","18","NonProj",0.03,21,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6651",285,57425,"M","F","Olivia sleeps until noon","pretend","4","NonProj",0.02,22,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6652",285,6004,NA,"F","Madison had a baby","MC","control5","control",0,23,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6653",285,87065,"M","F","Zoe calculated the tip","discover","10","NonProj",0.97,24,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6654",285,67333,"M","F","Grace visited her sister","demonstrate","9","C",0.98,25,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6655",285,99608,"M","F","Sophia got a tattoo","confirm","5","C",0.04,26,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6656",285,10522,"M","F","Mia drank 2 cocktails last night","confess","6","C",0.98,27,41,"English","Yes","y","f","I think .75 is a fair price. ",18.03863333
"6657",287,11294,"M","F","Grace visited her sister","be_annoyed","9","NonProj",1,2,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6658",287,10879,"M","F","Sophia got a tattoo","be_right","5","C",0,3,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6659",287,10087,"F","F","Jon walks to work","confirm","19","C",0,4,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6660",287,7599,"F","M","Julian dances salsa","hear","18","C",1,5,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6661",287,13048,"F","F","Frank got a cat","prove","12","C",1,6,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6662",287,4336,NA,"M","Vanessa is good at math","MC","control4","control",0,7,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6663",287,4920,NA,"F","Todd played football in high school","MC","control3","control",0,8,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6664",287,7232,"M","M","Mary is pregnant","demonstrate","1","C",1,9,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6665",287,5207,"F","M","Charley speaks Spanish","see","20","NonProj",1,10,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6666",287,15584,"M","M","Emma studied on Saturday morning","think","3","NonProj",0,11,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6667",287,13832,"M","M","Isabella ate a steak on Sunday","pretend","7","NonProj",0.19,12,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6668",287,6471,"M","F","Josie went on vacation to France","inform","2","C",1,13,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6669",287,6928,"F","M","Josh learned to ride a bike yesterday","announce","16","C",0,14,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6670",287,6056,"M","F","Zoe calculated the tip","confess","10","C",0,15,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6671",287,4543,"F","F","Tony had a drink last night","admit","15","C",0,16,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6672",287,4529,"F","M","Danny ate the last cupcake","establish","11","NonProj",0,17,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6673",287,3951,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0,18,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6674",287,4247,"F","F","Owen shoveled snow last winter","discover","17","NonProj",1,19,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6675",287,3520,"F","F","Jackson ran 10 miles","know","13","NonProj",0.99,20,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6676",287,3160,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0,21,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6677",287,6880,"M","F","Emily bought a car yesterday","suggest","8","C",0,22,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6678",287,3904,"M","F","Olivia sleeps until noon","say","4","C",0,23,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6679",287,2184,NA,"F","Madison had a baby","MC","control5","control",0,24,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6680",287,563004,"M","F","Mia drank 2 cocktails last night","acknowledge","6","C",0,25,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6681",287,3592,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0,26,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6682",287,5463,"F","M","Jayden rented a car","reveal","14","NonProj",0,27,32,"English","Yes","y","f","It&quotechars fair.",12.94455
"6683",288,4558,"F","F","Josh learned to ride a bike yesterday","suggest","16","C",0.12,2,41,"English","Yes","y","m","",2.571516667
"6684",288,3703,NA,"F","Vanessa is good at math","MC","control4","control",0.1,3,41,"English","Yes","y","m","",2.571516667
"6685",288,6424,"F","F","Jayden rented a car","confess","14","C",0.65,4,41,"English","Yes","y","m","",2.571516667
"6686",288,3920,"F","F","Owen shoveled snow last winter","discover","17","NonProj",0.9,5,41,"English","Yes","y","m","",2.571516667
"6687",288,3816,"F","M","Jon walks to work","be_annoyed","19","NonProj",0.86,6,41,"English","Yes","y","m","",2.571516667
"6688",288,3720,"F","F","Danny ate the last cupcake","know","11","NonProj",0.91,7,41,"English","Yes","y","m","",2.571516667
"6689",288,5753,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.1,8,41,"English","Yes","y","m","",2.571516667
"6690",288,4023,"F","M","Tony had a drink last night","think","15","NonProj",0.4,9,41,"English","Yes","y","m","",2.571516667
"6691",288,3681,"M","F","Olivia sleeps until noon","demonstrate","4","C",0.49,10,41,"English","Yes","y","m","",2.571516667
"6692",288,4839,"M","M","Josie went on vacation to France","prove","2","C",0.29,11,41,"English","Yes","y","m","",2.571516667
"6693",288,3840,"M","M","Mary is pregnant","inform","1","C",0.73,12,41,"English","Yes","y","m","",2.571516667
"6694",288,3648,"M","F","Zoe calculated the tip","announce","10","C",0.72,13,41,"English","Yes","y","m","",2.571516667
"6695",288,5536,"M","M","Emma studied on Saturday morning","admit","3","C",0.33,14,41,"English","Yes","y","m","",2.571516667
"6696",288,5176,"M","F","Mia drank 2 cocktails last night","confirm","6","C",0.23,15,41,"English","Yes","y","m","",2.571516667
"6697",288,4607,"M","M","Grace visited her sister","see","9","NonProj",0.8,16,41,"English","Yes","y","m","",2.571516667
"6698",288,3000,NA,"F","Madison had a baby","MC","control5","control",0.19,17,41,"English","Yes","y","m","",2.571516667
"6699",288,4376,"M","F","Sophia got a tattoo","hear","5","C",0.76,18,41,"English","Yes","y","m","",2.571516667
"6700",288,5080,"F","M","Frank got a cat","be_right","12","C",0.29,19,41,"English","Yes","y","m","",2.571516667
"6701",288,4105,"F","M","Jackson ran 10 miles","acknowledge","13","C",0.69,20,41,"English","Yes","y","m","",2.571516667
"6702",288,2575,NA,"F","Todd played football in high school","MC","control3","control",0.15,21,41,"English","Yes","y","m","",2.571516667
"6703",288,2536,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.15,22,41,"English","Yes","y","m","",2.571516667
"6704",288,3728,"M","F","Emily bought a car yesterday","establish","8","NonProj",0.21,23,41,"English","Yes","y","m","",2.571516667
"6705",288,4536,"F","F","Julian dances salsa","say","18","C",0.21,24,41,"English","Yes","y","m","",2.571516667
"6706",288,4392,"F","F","Charley speaks Spanish","pretend","20","NonProj",0.19,25,41,"English","Yes","y","m","",2.571516667
"6707",288,9783,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.24,26,41,"English","Yes","y","m","",2.571516667
"6708",288,4143,"M","M","Isabella ate a steak on Sunday","reveal","7","NonProj",0.68,27,41,"English","Yes","y","m","",2.571516667
"6709",289,12526,"M","M","Josie went on vacation to France","admit","2","C",0.59,2,30,"English ","Yes","y","m","I think this was fair",16.2294
"6710",289,8301,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0.12,3,30,"English ","Yes","y","m","I think this was fair",16.2294
"6711",289,11177,"F","F","Josh learned to ride a bike yesterday","see","16","NonProj",0.69,4,30,"English ","Yes","y","m","I think this was fair",16.2294
"6712",289,12994,"M","M","Isabella ate a steak on Sunday","announce","7","C",0.49,5,30,"English ","Yes","y","m","I think this was fair",16.2294
"6713",289,19619,"F","F","Tony had a drink last night","pretend","15","NonProj",0.22,6,30,"English ","Yes","y","m","I think this was fair",16.2294
"6714",289,16543,NA,"F","Todd played football in high school","MC","control3","control",0.03,7,30,"English ","Yes","y","m","I think this was fair",16.2294
"6715",289,90048,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.18,8,30,"English ","Yes","y","m","I think this was fair",16.2294
"6716",289,157013,"F","F","Charley speaks Spanish","confess","20","C",0.57,9,30,"English ","Yes","y","m","I think this was fair",16.2294
"6717",289,17467,"F","M","Danny ate the last cupcake","inform","11","C",0.61,10,30,"English ","Yes","y","m","I think this was fair",16.2294
"6718",289,10284,"F","M","Jayden rented a car","demonstrate","14","C",0.51,11,30,"English ","Yes","y","m","I think this was fair",16.2294
"6719",289,5852,"M","F","Emma studied on Saturday morning","suggest","3","C",0.23,12,30,"English ","Yes","y","m","I think this was fair",16.2294
"6720",289,10648,"F","F","Jon walks to work","be_right","19","C",0.17,13,30,"English ","Yes","y","m","I think this was fair",16.2294
"6721",289,14279,"M","M","Emily bought a car yesterday","think","8","NonProj",0.26,14,30,"English ","Yes","y","m","I think this was fair",16.2294
"6722",289,9484,"M","F","Olivia sleeps until noon","be_annoyed","4","NonProj",0.78,15,30,"English ","Yes","y","m","I think this was fair",16.2294
"6723",289,7249,NA,"F","Vanessa is good at math","MC","control4","control",0.04,16,30,"English ","Yes","y","m","I think this was fair",16.2294
"6724",289,9766,"M","M","Zoe calculated the tip","confirm","10","C",0.73,17,30,"English ","Yes","y","m","I think this was fair",16.2294
"6725",289,7467,"M","F","Mary is pregnant","acknowledge","1","C",0.63,18,30,"English ","Yes","y","m","I think this was fair",16.2294
"6726",289,5094,"F","F","Julian dances salsa","hear","18","C",0.62,19,30,"English ","Yes","y","m","I think this was fair",16.2294
"6727",289,10884,"F","F","Jackson ran 10 miles","say","13","C",0.22,20,30,"English ","Yes","y","m","I think this was fair",16.2294
"6728",289,9097,"M","F","Sophia got a tattoo","discover","5","NonProj",0.56,21,30,"English ","Yes","y","m","I think this was fair",16.2294
"6729",289,231856,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.52,22,30,"English ","Yes","y","m","I think this was fair",16.2294
"6730",289,42997,"M","F","Mia drank 2 cocktails last night","prove","6","C",0.67,23,30,"English ","Yes","y","m","I think this was fair",16.2294
"6731",289,6314,NA,"F","Madison had a baby","MC","control5","control",0.37,24,30,"English ","Yes","y","m","I think this was fair",16.2294
"6732",289,108938,"F","F","Frank got a cat","know","12","NonProj",0.68,25,30,"English ","Yes","y","m","I think this was fair",16.2294
"6733",289,21992,"M","F","Grace visited her sister","reveal","9","NonProj",0.56,26,30,"English ","Yes","y","m","I think this was fair",16.2294
"6734",289,15784,"F","M","Owen shoveled snow last winter","establish","17","NonProj",0.46,27,30,"English ","Yes","y","m","I think this was fair",16.2294
"6735",290,11506,"F","F","Danny ate the last cupcake","hear","11","C",0.96,2,36,"English","Yes","y","m","",2.785866667
"6736",290,10140,"M","F","Grace visited her sister","admit","9","C",0.13,3,36,"English","Yes","y","m","",2.785866667
"6737",290,4973,"M","M","Josie went on vacation to France","reveal","2","NonProj",0.9,4,36,"English","Yes","y","m","",2.785866667
"6738",290,4458,"F","F","Frank got a cat","inform","12","C",0.99,5,36,"English","Yes","y","m","",2.785866667
"6739",290,6098,"F","M","Jackson ran 10 miles","prove","13","C",0.06,6,36,"English","Yes","y","m","",2.785866667
"6740",290,3052,NA,"F","Vanessa is good at math","MC","control4","control",0.11,7,36,"English","Yes","y","m","",2.785866667
"6741",290,6000,"M","F","Emily bought a car yesterday","announce","8","C",0.48,8,36,"English","Yes","y","m","",2.785866667
"6742",290,5497,"M","M","Isabella ate a steak on Sunday","see","7","NonProj",0.95,9,36,"English","Yes","y","m","",2.785866667
"6743",290,5878,"F","F","Owen shoveled snow last winter","demonstrate","17","C",0.07,10,36,"English","Yes","y","m","",2.785866667
"6744",290,6628,"M","F","Zoe calculated the tip","confess","10","C",0.92,11,36,"English","Yes","y","m","",2.785866667
"6745",290,4270,"F","F","Julian dances salsa","acknowledge","18","C",0.85,12,36,"English","Yes","y","m","",2.785866667
"6746",290,3624,"M","F","Mia drank 2 cocktails last night","confirm","6","C",0.04,13,36,"English","Yes","y","m","",2.785866667
"6747",290,3046,NA,"F","Madison had a baby","MC","control5","control",0.13,14,36,"English","Yes","y","m","",2.785866667
"6748",290,2857,"M","F","Olivia sleeps until noon","say","4","C",0.03,15,36,"English","Yes","y","m","",2.785866667
"6749",290,2982,"F","F","Jayden rented a car","know","14","NonProj",0.92,16,36,"English","Yes","y","m","",2.785866667
"6750",290,2475,"F","F","Jon walks to work","be_right","19","C",0.09,17,36,"English","Yes","y","m","",2.785866667
"6751",290,4751,"M","F","Mary is pregnant","establish","1","NonProj",0.11,18,36,"English","Yes","y","m","",2.785866667
"6752",290,2809,"M","M","Sophia got a tattoo","think","5","NonProj",0.15,19,36,"English","Yes","y","m","",2.785866667
"6753",290,4621,"F","M","Josh learned to ride a bike yesterday","suggest","16","C",0.09,20,36,"English","Yes","y","m","",2.785866667
"6754",290,3251,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0.08,21,36,"English","Yes","y","m","",2.785866667
"6755",290,3006,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.11,22,36,"English","Yes","y","m","",2.785866667
"6756",290,7186,"F","M","Charley speaks Spanish","be_annoyed","20","NonProj",0.87,23,36,"English","Yes","y","m","",2.785866667
"6757",290,2663,NA,"F","Todd played football in high school","MC","control3","control",0.1,24,36,"English","Yes","y","m","",2.785866667
"6758",290,3700,NA,"M","Zack is coming to the meeting tomorrow","MC","control1","control",0.09,25,36,"English","Yes","y","m","",2.785866667
"6759",290,6092,"F","F","Tony had a drink last night","discover","15","NonProj",0.85,26,36,"English","Yes","y","m","",2.785866667
"6760",290,6639,"M","F","Emma studied on Saturday morning","pretend","3","NonProj",0.12,27,36,"English","Yes","y","m","",2.785866667
"6761",291,7951,"F","F","Danny ate the last cupcake","admit","11","C",0.74,2,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6762",291,5960,"M","M","Grace visited her sister","say","9","C",0.23,3,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6763",291,5879,"F","M","Jackson ran 10 miles","discover","13","NonProj",0.94,4,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6764",291,9473,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0.03,5,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6765",291,30417,"M","F","Emma studied on Saturday morning","confess","3","C",0.84,6,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6766",291,6511,"M","F","Olivia sleeps until noon","hear","4","C",0.85,7,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6767",291,4139,NA,"M","Mary&quotechars aunt is sick","MC","control2","control",0.03,8,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6768",291,13762,"F","F","Charley speaks Spanish","announce","20","C",0.49,9,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6769",291,9383,"M","F","Isabella ate a steak on Sunday","pretend","7","NonProj",0.05,10,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6770",291,5662,"F","M","Tony had a drink last night","think","15","NonProj",0.11,11,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6771",291,17451,"F","F","Josh learned to ride a bike yesterday","inform","16","C",0.87,12,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6772",291,7173,NA,"F","Hendrick&quotechars car was expensive","MC","control6","control",0.03,13,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6773",291,62017,"M","F","Zoe calculated the tip","demonstrate","10","C",0.76,14,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6774",291,3508,NA,"F","Todd played football in high school","MC","control3","control",0,15,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6775",291,3685,"F","F","Frank got a cat","be_right","12","C",0.01,16,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6776",291,6561,"M","M","Mary is pregnant","reveal","1","NonProj",0.81,17,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6777",291,4565,"M","M","Emily bought a car yesterday","acknowledge","8","C",0.86,18,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6778",291,3313,NA,"F","Madison had a baby","MC","control5","control",0.06,19,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6779",291,4020,NA,"M","Vanessa is good at math","MC","control4","control",0.03,20,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6780",291,4764,"M","M","Mia drank 2 cocktails last night","know","6","NonProj",0.89,21,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6781",291,6774,"F","M","Jon walks to work","confirm","19","C",0.86,22,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6782",291,10797,"M","F","Josie went on vacation to France","be_annoyed","2","NonProj",0.91,23,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6783",291,7093,"F","F","Julian dances salsa","suggest","18","C",0.32,24,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6784",291,6538,"F","M","Owen shoveled snow last winter","establish","17","NonProj",0.24,25,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6785",291,3530,"F","F","Jayden rented a car","see","14","NonProj",0.83,26,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6786",291,5215,"M","F","Sophia got a tattoo","prove","5","C",0.35,27,53,"English","Yes","y","f","Everything worked very well, and the payment was fair.",5.517833333
"6787",294,36336,"M","F","Olivia sleeps until noon","demonstrate","4","C",0.09,2,24,"English","Yes","y","m","Great study.",16.4441
"6788",294,30424,"M","F","Emma studied on Saturday morning","prove","3","C",0.06,3,24,"English","Yes","y","m","Great study.",16.4441
"6789",294,72768,"F","F","Charley speaks Spanish","be_annoyed","20","NonProj",0.98,4,24,"English","Yes","y","m","Great study.",16.4441
"6790",294,16142,"F","F","Danny ate the last cupcake","confirm","11","C",0.12,5,24,"English","Yes","y","m","Great study.",16.4441
"6791",294,27630,"M","M","Josie went on vacation to France","hear","2","C",0.96,6,24,"English","Yes","y","m","Great study.",16.4441
"6792",294,41512,"F","F","Jackson ran 10 miles","confess","13","C",0.19,7,24,"English","Yes","y","m","Great study.",16.4441
"6793",294,15662,"M","M","Mia drank 2 cocktails last night","reveal","6","NonProj",0.98,8,24,"English","Yes","y","m","Great study.",16.4441
"6794",294,50802,"F","F","Jon walks to work","establish","19","NonProj",0.04,9,24,"English","Yes","y","m","Great study.",16.4441
"6795",294,16060,"F","M","Owen shoveled snow last winter","acknowledge","17","C",0.99,10,24,"English","Yes","y","m","Great study.",16.4441
"6796",294,28152,"M","F","Sophia got a tattoo","pretend","5","NonProj",0.05,11,24,"English","Yes","y","m","Great study.",16.4441
"6797",294,51280,"M","F","Grace visited her sister","admit","9","C",0.02,12,24,"English","Yes","y","m","Great study.",16.4441
"6798",294,21336,NA,"F","Vanessa is good at math","MC","control4","control",0,13,24,"English","Yes","y","m","Great study.",16.4441
"6799",294,23748,"M","M","Mary is pregnant","inform","1","C",0.95,14,24,"English","Yes","y","m","Great study.",16.4441
"6800",294,55120,"F","M","Jayden rented a car","know","14","NonProj",0.95,15,24,"English","Yes","y","m","Great study.",16.4441
"6801",294,17352,"M","F","Isabella ate a steak on Sunday","discover","7","NonProj",0.95,16,24,"English","Yes","y","m","Great study.",16.4441
"6802",294,83488,NA,"F","Todd played football in high school","MC","control3","control",0,17,24,"English","Yes","y","m","Great study.",16.4441
"6803",294,17862,"F","F","Frank got a cat","announce","12","C",0.93,18,24,"English","Yes","y","m","Great study.",16.4441
"6804",294,14416,NA,"M","Hendrick&quotechars car was expensive","MC","control6","control",0,19,24,"English","Yes","y","m","Great study.",16.4441
"6805",294,23264,"F","M","Josh learned to ride a bike yesterday","suggest","16","C",0.07,20,24,"English","Yes","y","m","Great study.",16.4441
"6806",294,7888,NA,"F","Mary&quotechars aunt is sick","MC","control2","control",0,21,24,"English","Yes","y","m","Great study.",16.4441
"6807",294,13362,"F","F","Tony had a drink last night","think","15","NonProj",0.06,22,24,"English","Yes","y","m","Great study.",16.4441
"6808",294,62134,"F","F","Julian dances salsa","see","18","NonProj",0.96,23,24,"English","Yes","y","m","Great study.",16.4441
"6809",294,19568,"M","F","Zoe calculated the tip","be_right","10","C",0,24,24,"English","Yes","y","m","Great study.",16.4441
"6810",294,9286,"M","F","Emily bought a car yesterday","say","8","C",0.04,25,24,"English","Yes","y","m","Great study.",16.4441
"6811",294,7994,NA,"F","Madison had a baby","MC","control5","control",0,26,24,"English","Yes","y","m","Great study.",16.4441
"6812",294,14166,NA,"F","Zack is coming to the meeting tomorrow","MC","control1","control",0,27,24,"English","Yes","y","m","Great study.",16.4441
"6813",295,12754,NA,"F","Vanessa is good at math","MC","control4","control",0.19,2,33,"English","Yes","y","m","75 cents seems to be appropriate payment for this task. I did make me think about the meaning of words but what is missing from the sentences is tone of voice. That makes deciding certainty more difficult.",16.61441667
