"","content","short_trigger","workerid","prior_type","prior_fact","block_proj","prior","projective","eventItem"
"6508","pizza","MC",229,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0.13,"MC"
"6509","pizza","MC",230,"main_clause","Pizza is sold at the pizzeria","block1",0.52,0.11,"MC"
"6510","pizza","MC",231,"main_clause","Pizza is sold at the pizzeria","block2",0.77,0,"MC"
"6511","pizza","MC",232,"main_clause","Pizza is sold at the pizzeria","block2",0.64,0.02,"MC"
"6512","pizza","MC",233,"main_clause","Pizza is sold at the pizzeria","block2",0.33,0,"MC"
"6513","pizza","MC",234,"main_clause","Pizza is sold at the pizzeria","block2",0.5,0.16,"MC"
"6514","pizza","MC",235,"main_clause","Pizza is sold at the pizzeria","block1",0.53,0.02,"MC"
"6515","pizza","MC",236,"main_clause","Pizza is sold at the pizzeria","block2",0.32,0,"MC"
"6516","pizza","MC",237,"main_clause","Pizza is sold at the pizzeria","block2",0.27,0.66,"MC"
"6517","pizza","MC",238,"main_clause","Pizza is sold at the pizzeria","block2",0.5,0.07,"MC"
"6518","pizza","MC",239,"main_clause","Pizza is sold at the pizzeria","block2",0.49,0.09,"MC"
"6519","pizza","MC",240,"main_clause","Pizza is sold at the pizzeria","block2",0.36,0.06,"MC"
"6520","pizza","MC",241,"main_clause","Pizza is sold at the pizzeria","block2",0.96,0.93,"MC"
"6521","pizza","MC",242,"main_clause","Pizza is sold at the pizzeria","block1",0.3,0.33,"MC"
"6522","pizza","MC",243,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0,"MC"
"6523","pizza","MC",244,"main_clause","Pizza is sold at the pizzeria","block2",0.32,0.13,"MC"
"6524","pizza","MC",245,"main_clause","Pizza is sold at the pizzeria","block1",0.61,0.05,"MC"
"6525","pizza","MC",246,"main_clause","Pizza is sold at the pizzeria","block2",0.39,0.04,"MC"
"6526","pizza","MC",247,"main_clause","Pizza is sold at the pizzeria","block1",0,0,"MC"
"6527","pizza","MC",248,"main_clause","Pizza is sold at the pizzeria","block2",0.5,0.01,"MC"
"6528","pizza","MC",249,"main_clause","Pizza is sold at the pizzeria","block2",0.97,0.95,"MC"
"6529","pizza","MC",250,"main_clause","Pizza is sold at the pizzeria","block2",0.27,0.01,"MC"
"6530","pizza","MC",251,"main_clause","Pizza is sold at the pizzeria","block2",0.92,0,"MC"
"6531","pizza","MC",252,"main_clause","Pizza is sold at the pizzeria","block2",0.49,0,"MC"
"6532","pizza","MC",253,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0.24,"MC"
"6533","pizza","MC",254,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0.16,"MC"
"6534","pizza","MC",255,"main_clause","Pizza is sold at the pizzeria","block2",0.67,0,"MC"
"6535","pizza","MC",256,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0.01,"MC"
"6536","pizza","MC",257,"main_clause","Pizza is sold at the pizzeria","block1",0.35,0.02,"MC"
"6537","pizza","MC",258,"main_clause","Pizza is sold at the pizzeria","block2",0.58,0,"MC"
"6538","pizza","MC",259,"main_clause","Pizza is sold at the pizzeria","block1",0.57,0.09,"MC"
"6539","pizza","MC",260,"main_clause","Pizza is sold at the pizzeria","block2",0.61,0.33,"MC"
"6540","pizza","MC",261,"main_clause","Pizza is sold at the pizzeria","block1",0.82,0.5,"MC"
"6541","pizza","MC",262,"main_clause","Pizza is sold at the pizzeria","block2",0.49,0,"MC"
"6542","pizza","MC",263,"main_clause","Pizza is sold at the pizzeria","block2",0.5,0.81,"MC"
"6543","pizza","MC",264,"main_clause","Pizza is sold at the pizzeria","block1",0.74,0.03,"MC"
"6544","pizza","MC",265,"main_clause","Pizza is sold at the pizzeria","block2",0.55,0.02,"MC"
"6545","pizza","MC",266,"main_clause","Pizza is sold at the pizzeria","block2",0.49,0,"MC"
"6546","pizza","MC",267,"main_clause","Pizza is sold at the pizzeria","block1",0.54,0,"MC"
"6547","pizza","MC",268,"main_clause","Pizza is sold at the pizzeria","block2",0.26,0,"MC"
"6548","pizza","MC",269,"main_clause","Pizza is sold at the pizzeria","block1",0.09,0.6,"MC"
"6549","pizza","MC",270,"main_clause","Pizza is sold at the pizzeria","block2",0.39,0.66,"MC"
"6550","pizza","MC",271,"main_clause","Pizza is sold at the pizzeria","block2",0.38,0,"MC"
"6551","pizza","MC",272,"main_clause","Pizza is sold at the pizzeria","block2",0.98,0.05,"MC"
"6552","pizza","MC",273,"main_clause","Pizza is sold at the pizzeria","block1",0.79,0.01,"MC"
"6553","pizza","MC",274,"main_clause","Pizza is sold at the pizzeria","block1",0.48,0,"MC"
"6554","pizza","MC",275,"main_clause","Pizza is sold at the pizzeria","block2",0.5,0.03,"MC"
"6555","pizza","MC",276,"main_clause","Pizza is sold at the pizzeria","block2",0.56,0.07,"MC"
"6556","pizza","MC",277,"main_clause","Pizza is sold at the pizzeria","block2",0.49,0.01,"MC"
"6557","pizza","MC",278,"main_clause","Pizza is sold at the pizzeria","block2",0.61,0.59,"MC"
"6558","pizza","MC",279,"main_clause","Pizza is sold at the pizzeria","block1",0.49,0,"MC"
"6559","pizza","MC",280,"main_clause","Pizza is sold at the pizzeria","block2",0.5,0,"MC"
"6560","pizza","MC",281,"main_clause","Pizza is sold at the pizzeria","block2",0.79,0,"MC"
"6561","pizza","MC",282,"main_clause","Pizza is sold at the pizzeria","block1",0.61,0.03,"MC"
"6562","pizza","MC",283,"main_clause","Pizza is sold at the pizzeria","block1",0.69,0.13,"MC"
"6563","pizza","MC",284,"main_clause","Pizza is sold at the pizzeria","block2",0.51,0.04,"MC"
"6564","pizza","MC",285,"main_clause","Pizza is sold at the pizzeria","block1",0.47,0,"MC"
"6565","pizza","MC",286,"main_clause","Pizza is sold at the pizzeria","block2",0.48,0,"MC"
"6566","pizza","MC",287,"main_clause","Pizza is sold at the pizzeria","block2",0.49,0,"MC"
"6567","pizza","MC",288,"main_clause","Pizza is sold at the pizzeria","block1",0.46,0,"MC"
"6568","pizza","MC",289,"main_clause","Pizza is sold at the pizzeria","block1",0.57,0,"MC"
"6569","pizza","MC",290,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0,"MC"
"6570","pizza","MC",291,"main_clause","Pizza is sold at the pizzeria","block1",0.7,0.1,"MC"
"6571","pizza","MC",292,"main_clause","Pizza is sold at the pizzeria","block1",0.84,0.53,"MC"
"6572","pizza","MC",293,"main_clause","Pizza is sold at the pizzeria","block1",0.49,0.39,"MC"
"6573","pizza","MC",294,"main_clause","Pizza is sold at the pizzeria","block1",0.5,0.02,"MC"
"6574","pizza","MC",295,"main_clause","Pizza is sold at the pizzeria","block2",0.19,0.56,"MC"
"6575","pizza","MC",296,"main_clause","Pizza is sold at the pizzeria","block2",0.56,0.27,"MC"
"6576","pizza","MC",297,"main_clause","Pizza is sold at the pizzeria","block2",0.51,0.56,"MC"
"6577","pizza","MC",298,"main_clause","Pizza is sold at the pizzeria","block2",0.79,0.75,"MC"
"6578","pizza","MC",299,"main_clause","Pizza is sold at the pizzeria","block2",0.2,0.13,"MC"
"6579","sophia","acknowledge",2,"high_prior","Sophia is a hipster","block1",0.67,0.59,"Sophia got a tattoo"
"6580","sophia","acknowledge",11,"high_prior","Sophia is a hipster","block1",0.33,0.04,"Sophia got a tattoo"
"6581","sophia","acknowledge",26,"low_prior","Sophia is a high end fashion model","block2",0.41,0.91,"Sophia got a tattoo"
"6582","sophia","acknowledge",29,"low_prior","Sophia is a high end fashion model","block1",0.12,0.24,"Sophia got a tattoo"
"6583","sophia","acknowledge",67,"high_prior","Sophia is a hipster","block2",0.95,1,"Sophia got a tattoo"
"6584","sophia","acknowledge",117,"high_prior","Sophia is a hipster","block1",0.08,0.03,"Sophia got a tattoo"
"6585","sophia","acknowledge",125,"low_prior","Sophia is a high end fashion model","block1",0.3,0.95,"Sophia got a tattoo"
"6586","sophia","acknowledge",210,"high_prior","Sophia is a hipster","block2",0.6,0.58,"Sophia got a tattoo"
"6587","sophia","acknowledge",213,"low_prior","Sophia is a high end fashion model","block1",0.64,0.56,"Sophia got a tattoo"
"6588","sophia","acknowledge",223,"low_prior","Sophia is a high end fashion model","block2",0.79,0.37,"Sophia got a tattoo"
"6589","sophia","acknowledge",225,"high_prior","Sophia is a hipster","block1",0.59,0.51,"Sophia got a tattoo"
"6590","sophia","acknowledge",244,"high_prior","Sophia is a hipster","block2",0.49,0.8,"Sophia got a tattoo"
"6591","sophia","acknowledge",272,"low_prior","Sophia is a high end fashion model","block2",0.98,0,"Sophia got a tattoo"
"6592","sophia","admit",4,"low_prior","Sophia is a high end fashion model","block2",0.29,0.04,"Sophia got a tattoo"
"6593","sophia","admit",6,"high_prior","Sophia is a hipster","block2",0.41,0.87,"Sophia got a tattoo"
"6594","sophia","admit",21,"low_prior","Sophia is a high end fashion model","block2",0.22,0.53,"Sophia got a tattoo"
"6595","sophia","admit",54,"high_prior","Sophia is a hipster","block1",0.96,0.99,"Sophia got a tattoo"
"6596","sophia","admit",124,"high_prior","Sophia is a hipster","block2",0.48,0.38,"Sophia got a tattoo"
"6597","sophia","admit",152,"low_prior","Sophia is a high end fashion model","block1",0.47,0.22,"Sophia got a tattoo"
"6598","sophia","admit",199,"low_prior","Sophia is a high end fashion model","block2",0.07,0.02,"Sophia got a tattoo"
"6599","sophia","admit",240,"high_prior","Sophia is a hipster","block2",0.49,0.81,"Sophia got a tattoo"
"6600","sophia","admit",255,"low_prior","Sophia is a high end fashion model","block2",0.35,1,"Sophia got a tattoo"
"6601","sophia","admit",263,"low_prior","Sophia is a high end fashion model","block2",0.77,0.75,"Sophia got a tattoo"
"6602","sophia","admit",271,"low_prior","Sophia is a high end fashion model","block2",0.27,1,"Sophia got a tattoo"
"6603","sophia","announce",50,"low_prior","Sophia is a high end fashion model","block1",0.51,0.85,"Sophia got a tattoo"
"6604","sophia","announce",59,"low_prior","Sophia is a high end fashion model","block2",0.49,0.48,"Sophia got a tattoo"
"6605","sophia","announce",90,"low_prior","Sophia is a high end fashion model","block2",0.48,0.87,"Sophia got a tattoo"
"6606","sophia","announce",128,"low_prior","Sophia is a high end fashion model","block2",0.5,0.17,"Sophia got a tattoo"
"6607","sophia","announce",145,"high_prior","Sophia is a hipster","block1",0.87,0.98,"Sophia got a tattoo"
"6608","sophia","announce",166,"high_prior","Sophia is a hipster","block1",0.26,0.56,"Sophia got a tattoo"
"6609","sophia","announce",173,"low_prior","Sophia is a high end fashion model","block1",0.46,0.65,"Sophia got a tattoo"
"6610","sophia","announce",197,"low_prior","Sophia is a high end fashion model","block1",0.95,0.04,"Sophia got a tattoo"
"6611","sophia","announce",198,"low_prior","Sophia is a high end fashion model","block1",0.47,0.27,"Sophia got a tattoo"
"6612","sophia","announce",201,"high_prior","Sophia is a hipster","block1",0.7,0.71,"Sophia got a tattoo"
"6613","sophia","announce",212,"low_prior","Sophia is a high end fashion model","block2",0.14,0.7,"Sophia got a tattoo"
"6614","sophia","announce",227,"low_prior","Sophia is a high end fashion model","block2",0.04,0,"Sophia got a tattoo"
"6615","sophia","announce",235,"high_prior","Sophia is a hipster","block1",0.74,0.1,"Sophia got a tattoo"
"6616","sophia","announce",256,"low_prior","Sophia is a high end fashion model","block1",0.51,1,"Sophia got a tattoo"
"6617","sophia","announce",285,"low_prior","Sophia is a high end fashion model","block1",0.53,0.62,"Sophia got a tattoo"
"6618","sophia","be_annoyed",37,"high_prior","Sophia is a hipster","block2",0.29,0.37,"Sophia got a tattoo"
"6619","sophia","be_annoyed",51,"high_prior","Sophia is a hipster","block1",0.77,0.89,"Sophia got a tattoo"
"6620","sophia","be_annoyed",94,"high_prior","Sophia is a hipster","block2",0.83,0.84,"Sophia got a tattoo"
"6621","sophia","be_annoyed",99,"low_prior","Sophia is a high end fashion model","block2",0.23,0.15,"Sophia got a tattoo"
"6622","sophia","be_annoyed",115,"high_prior","Sophia is a hipster","block2",0.39,0.92,"Sophia got a tattoo"
"6623","sophia","be_annoyed",118,"low_prior","Sophia is a high end fashion model","block2",0.28,0.97,"Sophia got a tattoo"
"6624","sophia","be_annoyed",136,"high_prior","Sophia is a hipster","block2",0.49,0.88,"Sophia got a tattoo"
"6625","sophia","be_annoyed",154,"high_prior","Sophia is a hipster","block2",0.85,0.81,"Sophia got a tattoo"
"6626","sophia","be_annoyed",155,"high_prior","Sophia is a hipster","block1",0.91,0.41,"Sophia got a tattoo"
"6627","sophia","be_annoyed",162,"low_prior","Sophia is a high end fashion model","block2",0.11,1,"Sophia got a tattoo"
"6628","sophia","be_annoyed",185,"low_prior","Sophia is a high end fashion model","block2",0.78,0.19,"Sophia got a tattoo"
"6629","sophia","be_annoyed",214,"high_prior","Sophia is a hipster","block2",0.67,0.88,"Sophia got a tattoo"
"6630","sophia","be_annoyed",281,"high_prior","Sophia is a hipster","block2",0.69,0.73,"Sophia got a tattoo"
"6631","sophia","be_right",13,"high_prior","Sophia is a hipster","block1",0.55,0,"Sophia got a tattoo"
"6632","sophia","be_right",31,"low_prior","Sophia is a high end fashion model","block1",0.19,0.09,"Sophia got a tattoo"
"6633","sophia","be_right",55,"high_prior","Sophia is a hipster","block1",0.58,0.25,"Sophia got a tattoo"
"6634","sophia","be_right",89,"high_prior","Sophia is a hipster","block2",0.79,0.24,"Sophia got a tattoo"
"6635","sophia","be_right",139,"high_prior","Sophia is a hipster","block2",0.62,0.57,"Sophia got a tattoo"
"6636","sophia","be_right",153,"high_prior","Sophia is a hipster","block2",0.79,0.26,"Sophia got a tattoo"
"6637","sophia","be_right",159,"low_prior","Sophia is a high end fashion model","block1",0.4,0.4,"Sophia got a tattoo"
"6638","sophia","be_right",171,"low_prior","Sophia is a high end fashion model","block1",0.28,0.03,"Sophia got a tattoo"
"6639","sophia","be_right",172,"high_prior","Sophia is a hipster","block1",0.73,0,"Sophia got a tattoo"
"6640","sophia","be_right",179,"high_prior","Sophia is a hipster","block2",0.48,0.11,"Sophia got a tattoo"
"6641","sophia","be_right",206,"high_prior","Sophia is a hipster","block2",0.54,0.32,"Sophia got a tattoo"
"6642","sophia","be_right",232,"high_prior","Sophia is a hipster","block2",0.48,0.09,"Sophia got a tattoo"
"6643","sophia","be_right",274,"high_prior","Sophia is a hipster","block1",0.5,0,"Sophia got a tattoo"
"6644","sophia","be_right",275,"low_prior","Sophia is a high end fashion model","block2",0.49,0.43,"Sophia got a tattoo"
"6645","sophia","be_right",280,"high_prior","Sophia is a hipster","block2",0.8,0,"Sophia got a tattoo"
"6646","sophia","be_right",282,"high_prior","Sophia is a hipster","block1",0.57,0.16,"Sophia got a tattoo"
"6647","sophia","confess",16,"high_prior","Sophia is a hipster","block1",0.49,0.94,"Sophia got a tattoo"
"6648","sophia","confess",41,"low_prior","Sophia is a high end fashion model","block2",0.32,0.38,"Sophia got a tattoo"
"6649","sophia","confess",43,"low_prior","Sophia is a high end fashion model","block2",0.08,0.61,"Sophia got a tattoo"
"6650","sophia","confess",91,"low_prior","Sophia is a high end fashion model","block1",0.49,0.65,"Sophia got a tattoo"
"6651","sophia","confess",112,"high_prior","Sophia is a hipster","block2",0.59,0.5,"Sophia got a tattoo"
"6652","sophia","confess",192,"low_prior","Sophia is a high end fashion model","block2",0.45,0.31,"Sophia got a tattoo"
"6653","sophia","confess",209,"low_prior","Sophia is a high end fashion model","block1",0.07,0.02,"Sophia got a tattoo"
"6654","sophia","confess",228,"high_prior","Sophia is a hipster","block1",0.67,1,"Sophia got a tattoo"
"6655","sophia","confess",230,"high_prior","Sophia is a hipster","block1",0.67,0.71,"Sophia got a tattoo"
"6656","sophia","confirm",3,"high_prior","Sophia is a hipster","block1",0.46,0.45,"Sophia got a tattoo"
"6657","sophia","confirm",9,"low_prior","Sophia is a high end fashion model","block2",0.25,0.23,"Sophia got a tattoo"
"6658","sophia","confirm",30,"low_prior","Sophia is a high end fashion model","block2",0.05,0.09,"Sophia got a tattoo"
"6659","sophia","confirm",69,"high_prior","Sophia is a hipster","block2",0.9,0.12,"Sophia got a tattoo"
"6660","sophia","confirm",95,"low_prior","Sophia is a high end fashion model","block2",0.28,0.12,"Sophia got a tattoo"
"6661","sophia","confirm",106,"low_prior","Sophia is a high end fashion model","block1",0.51,0.49,"Sophia got a tattoo"
"6662","sophia","confirm",131,"high_prior","Sophia is a hipster","block2",0.71,0.63,"Sophia got a tattoo"
"6663","sophia","confirm",134,"low_prior","Sophia is a high end fashion model","block2",0.49,0.08,"Sophia got a tattoo"
"6664","sophia","confirm",143,"high_prior","Sophia is a hipster","block1",0.63,0.1,"Sophia got a tattoo"
"6665","sophia","confirm",163,"low_prior","Sophia is a high end fashion model","block2",0.5,0.02,"Sophia got a tattoo"
"6666","sophia","confirm",236,"low_prior","Sophia is a high end fashion model","block2",0.12,0.44,"Sophia got a tattoo"
"6667","sophia","confirm",248,"high_prior","Sophia is a hipster","block2",1,1,"Sophia got a tattoo"
"6668","sophia","confirm",249,"high_prior","Sophia is a hipster","block2",0.09,0.11,"Sophia got a tattoo"
"6669","sophia","confirm",277,"high_prior","Sophia is a hipster","block2",0.51,0.02,"Sophia got a tattoo"
"6670","sophia","demonstrate",56,"high_prior","Sophia is a hipster","block1",0.49,0,"Sophia got a tattoo"
"6671","sophia","demonstrate",65,"high_prior","Sophia is a hipster","block2",0.49,0.19,"Sophia got a tattoo"
"6672","sophia","demonstrate",68,"high_prior","Sophia is a hipster","block2",0.75,0.85,"Sophia got a tattoo"
"6673","sophia","demonstrate",97,"low_prior","Sophia is a high end fashion model","block2",0.95,0.98,"Sophia got a tattoo"
"6674","sophia","demonstrate",123,"high_prior","Sophia is a hipster","block1",0.6,0.07,"Sophia got a tattoo"
"6675","sophia","demonstrate",141,"low_prior","Sophia is a high end fashion model","block1",0.73,0.4,"Sophia got a tattoo"
"6676","sophia","demonstrate",149,"high_prior","Sophia is a hipster","block2",0.83,0.82,"Sophia got a tattoo"
"6677","sophia","demonstrate",161,"high_prior","Sophia is a hipster","block2",0.54,0.49,"Sophia got a tattoo"
"6678","sophia","demonstrate",203,"low_prior","Sophia is a high end fashion model","block2",0.3,0.41,"Sophia got a tattoo"
"6679","sophia","demonstrate",216,"high_prior","Sophia is a hipster","block1",0.5,0.95,"Sophia got a tattoo"
"6680","sophia","demonstrate",222,"high_prior","Sophia is a hipster","block2",0.73,0.91,"Sophia got a tattoo"
"6681","sophia","demonstrate",229,"high_prior","Sophia is a hipster","block1",0.5,0.52,"Sophia got a tattoo"
"6682","sophia","demonstrate",252,"low_prior","Sophia is a high end fashion model","block2",0.16,0,"Sophia got a tattoo"
"6683","sophia","demonstrate",262,"high_prior","Sophia is a hipster","block2",0.82,0.51,"Sophia got a tattoo"
"6684","sophia","demonstrate",265,"low_prior","Sophia is a high end fashion model","block2",0.06,0.18,"Sophia got a tattoo"
"6685","sophia","demonstrate",286,"low_prior","Sophia is a high end fashion model","block2",0.51,0,"Sophia got a tattoo"
"6686","sophia","demonstrate",289,"high_prior","Sophia is a hipster","block1",0.3,0,"Sophia got a tattoo"
"6687","sophia","demonstrate",290,"low_prior","Sophia is a high end fashion model","block1",0.48,0.25,"Sophia got a tattoo"
"6688","sophia","demonstrate",294,"low_prior","Sophia is a high end fashion model","block1",0.48,0.16,"Sophia got a tattoo"
"6689","sophia","discover",40,"high_prior","Sophia is a hipster","block2",0.71,0.32,"Sophia got a tattoo"
"6690","sophia","discover",45,"high_prior","Sophia is a hipster","block2",0.69,0.91,"Sophia got a tattoo"
"6691","sophia","discover",61,"high_prior","Sophia is a hipster","block2",0.62,0.97,"Sophia got a tattoo"
"6692","sophia","discover",98,"high_prior","Sophia is a hipster","block2",0.7,0.97,"Sophia got a tattoo"
"6693","sophia","discover",101,"low_prior","Sophia is a high end fashion model","block1",0.49,0.91,"Sophia got a tattoo"
"6694","sophia","discover",108,"high_prior","Sophia is a hipster","block1",0.28,0,"Sophia got a tattoo"
"6695","sophia","discover",122,"low_prior","Sophia is a high end fashion model","block1",0.6,0.68,"Sophia got a tattoo"
"6696","sophia","discover",132,"low_prior","Sophia is a high end fashion model","block2",0.25,0.07,"Sophia got a tattoo"
"6697","sophia","discover",156,"low_prior","Sophia is a high end fashion model","block2",0,0.98,"Sophia got a tattoo"
"6698","sophia","discover",191,"high_prior","Sophia is a hipster","block1",1,1,"Sophia got a tattoo"
"6699","sophia","discover",202,"low_prior","Sophia is a high end fashion model","block2",0.88,0.95,"Sophia got a tattoo"
"6700","sophia","discover",245,"low_prior","Sophia is a high end fashion model","block1",0.32,0.87,"Sophia got a tattoo"
"6701","sophia","discover",292,"high_prior","Sophia is a hipster","block1",0.76,0.74,"Sophia got a tattoo"
"6702","sophia","discover",293,"high_prior","Sophia is a hipster","block1",0.5,0.49,"Sophia got a tattoo"
"6703","sophia","establish",10,"high_prior","Sophia is a hipster","block2",0.56,0.17,"Sophia got a tattoo"
"6704","sophia","establish",23,"high_prior","Sophia is a hipster","block2",0.98,0.95,"Sophia got a tattoo"
"6705","sophia","establish",49,"low_prior","Sophia is a high end fashion model","block2",0.53,0.23,"Sophia got a tattoo"
"6706","sophia","establish",64,"high_prior","Sophia is a hipster","block1",0.8,0.11,"Sophia got a tattoo"
"6707","sophia","establish",66,"high_prior","Sophia is a hipster","block2",0.84,0.35,"Sophia got a tattoo"
"6708","sophia","establish",105,"low_prior","Sophia is a high end fashion model","block2",0.51,0.31,"Sophia got a tattoo"
"6709","sophia","establish",184,"high_prior","Sophia is a hipster","block1",0.75,0.29,"Sophia got a tattoo"
"6710","sophia","establish",194,"low_prior","Sophia is a high end fashion model","block2",0.44,0.36,"Sophia got a tattoo"
"6711","sophia","establish",246,"low_prior","Sophia is a high end fashion model","block2",0.52,0.16,"Sophia got a tattoo"
"6712","sophia","establish",264,"high_prior","Sophia is a hipster","block1",0.81,0,"Sophia got a tattoo"
"6713","sophia","establish",298,"high_prior","Sophia is a hipster","block2",0.39,0.21,"Sophia got a tattoo"
"6714","sophia","hear",18,"high_prior","Sophia is a hipster","block1",0.69,0.96,"Sophia got a tattoo"
"6715","sophia","hear",36,"low_prior","Sophia is a high end fashion model","block2",0.26,0.84,"Sophia got a tattoo"
"6716","sophia","hear",46,"high_prior","Sophia is a hipster","block1",0.94,0.94,"Sophia got a tattoo"
"6717","sophia","hear",71,"low_prior","Sophia is a high end fashion model","block1",0.85,1,"Sophia got a tattoo"
"6718","sophia","hear",81,"low_prior","Sophia is a high end fashion model","block2",0.64,0.5,"Sophia got a tattoo"
"6719","sophia","hear",88,"high_prior","Sophia is a hipster","block2",0.69,0.43,"Sophia got a tattoo"
"6720","sophia","hear",92,"high_prior","Sophia is a hipster","block1",0.73,0.97,"Sophia got a tattoo"
"6721","sophia","hear",107,"high_prior","Sophia is a hipster","block2",0.77,1,"Sophia got a tattoo"
"6722","sophia","hear",109,"low_prior","Sophia is a high end fashion model","block1",0.65,0.68,"Sophia got a tattoo"
"6723","sophia","hear",158,"high_prior","Sophia is a hipster","block1",0.59,0.77,"Sophia got a tattoo"
"6724","sophia","hear",169,"high_prior","Sophia is a hipster","block1",0.93,0.97,"Sophia got a tattoo"
"6725","sophia","hear",170,"low_prior","Sophia is a high end fashion model","block1",0.22,0.84,"Sophia got a tattoo"
"6726","sophia","hear",174,"low_prior","Sophia is a high end fashion model","block2",0.53,0.52,"Sophia got a tattoo"
"6727","sophia","hear",176,"low_prior","Sophia is a high end fashion model","block1",0.31,0.42,"Sophia got a tattoo"
"6728","sophia","hear",181,"high_prior","Sophia is a hipster","block2",0.41,0.91,"Sophia got a tattoo"
"6729","sophia","hear",196,"high_prior","Sophia is a hipster","block1",0.12,0.43,"Sophia got a tattoo"
"6730","sophia","hear",200,"low_prior","Sophia is a high end fashion model","block1",0.42,0.94,"Sophia got a tattoo"
"6731","sophia","hear",258,"high_prior","Sophia is a hipster","block2",0.61,0.65,"Sophia got a tattoo"
"6732","sophia","inform",0,"high_prior","Sophia is a hipster","block1",0.66,0.22,"Sophia got a tattoo"
"6733","sophia","inform",12,"high_prior","Sophia is a hipster","block2",0.94,0.84,"Sophia got a tattoo"
"6734","sophia","inform",15,"low_prior","Sophia is a high end fashion model","block1",0.41,0.75,"Sophia got a tattoo"
"6735","sophia","inform",27,"high_prior","Sophia is a hipster","block2",0.6,0.33,"Sophia got a tattoo"
"6736","sophia","inform",70,"high_prior","Sophia is a hipster","block1",0.72,0.69,"Sophia got a tattoo"
"6737","sophia","inform",74,"high_prior","Sophia is a hipster","block1",0.5,0.65,"Sophia got a tattoo"
"6738","sophia","inform",77,"low_prior","Sophia is a high end fashion model","block2",0.59,0.49,"Sophia got a tattoo"
"6739","sophia","inform",78,"high_prior","Sophia is a hipster","block1",0.47,0.85,"Sophia got a tattoo"
"6740","sophia","inform",82,"low_prior","Sophia is a high end fashion model","block2",0.32,0.13,"Sophia got a tattoo"
"6741","sophia","inform",83,"low_prior","Sophia is a high end fashion model","block1",0.84,0.92,"Sophia got a tattoo"
"6742","sophia","inform",86,"high_prior","Sophia is a hipster","block2",0.89,0.26,"Sophia got a tattoo"
"6743","sophia","inform",93,"high_prior","Sophia is a hipster","block2",0.86,0.87,"Sophia got a tattoo"
"6744","sophia","inform",119,"high_prior","Sophia is a hipster","block1",0.64,0.69,"Sophia got a tattoo"
"6745","sophia","inform",157,"high_prior","Sophia is a hipster","block1",0.59,0.6,"Sophia got a tattoo"
"6746","sophia","inform",164,"low_prior","Sophia is a high end fashion model","block2",0.34,1,"Sophia got a tattoo"
"6747","sophia","inform",186,"high_prior","Sophia is a hipster","block2",0.71,0.94,"Sophia got a tattoo"
"6748","sophia","inform",195,"low_prior","Sophia is a high end fashion model","block2",0.34,0.67,"Sophia got a tattoo"
"6749","sophia","inform",204,"high_prior","Sophia is a hipster","block1",0.78,0.98,"Sophia got a tattoo"
"6750","sophia","inform",219,"low_prior","Sophia is a high end fashion model","block1",0.41,0.74,"Sophia got a tattoo"
"6751","sophia","inform",260,"high_prior","Sophia is a hipster","block2",0.62,1,"Sophia got a tattoo"
"6752","sophia","inform",268,"low_prior","Sophia is a high end fashion model","block2",0.07,0.91,"Sophia got a tattoo"
"6753","sophia","know",5,"low_prior","Sophia is a high end fashion model","block1",0.34,0.92,"Sophia got a tattoo"
"6754","sophia","know",38,"low_prior","Sophia is a high end fashion model","block1",0.94,0.02,"Sophia got a tattoo"
"6755","sophia","know",110,"low_prior","Sophia is a high end fashion model","block1",1,0.05,"Sophia got a tattoo"
"6756","sophia","know",135,"high_prior","Sophia is a hipster","block2",0.51,0.7,"Sophia got a tattoo"
"6757","sophia","know",160,"low_prior","Sophia is a high end fashion model","block1",0.57,0.85,"Sophia got a tattoo"
"6758","sophia","know",183,"high_prior","Sophia is a hipster","block1",0.55,1,"Sophia got a tattoo"
"6759","sophia","know",267,"low_prior","Sophia is a high end fashion model","block1",0.53,1,"Sophia got a tattoo"
"6760","sophia","know",296,"high_prior","Sophia is a hipster","block2",0.7,0.72,"Sophia got a tattoo"
"6761","sophia","pretend",42,"low_prior","Sophia is a high end fashion model","block2",0.2,0.18,"Sophia got a tattoo"
"6762","sophia","pretend",52,"low_prior","Sophia is a high end fashion model","block1",0.09,0.43,"Sophia got a tattoo"
"6763","sophia","pretend",62,"low_prior","Sophia is a high end fashion model","block1",0.41,0.01,"Sophia got a tattoo"
"6764","sophia","pretend",75,"low_prior","Sophia is a high end fashion model","block1",0.35,0.37,"Sophia got a tattoo"
"6765","sophia","pretend",84,"high_prior","Sophia is a hipster","block1",0.79,0.08,"Sophia got a tattoo"
"6766","sophia","pretend",116,"high_prior","Sophia is a hipster","block2",0.62,0.62,"Sophia got a tattoo"
"6767","sophia","pretend",126,"high_prior","Sophia is a hipster","block2",0.62,0,"Sophia got a tattoo"
"6768","sophia","pretend",137,"high_prior","Sophia is a hipster","block2",0.32,0.04,"Sophia got a tattoo"
